Failure_mutation,Failure_spec,1,2,3,4,5,6,7,8,9,10,Time_log
MUT16,spec10,0.4855892658233642,1.0272278785705566,0.6493768692016602,0.6093895435333252,0.5461335182189941,0.4695489406585693,0.694725751876831,0.8313195705413818,0.475616455078125,0.3588855266571045,0.6147813320159912
MUT19,spec10,0.7832133769989014,0.3255650997161865,0.2412002086639404,0.5321989059448242,0.2854180335998535,0.6448087692260742,0.5881292819976807,0.5786561965942383,0.5357992649078369,0.4594194889068603,0.49744086265563964
MUT23,spec12,0.3003637790679931,0.5777862071990967,0.4596619606018066,0.391124963760376,0.4328122138977051,0.5725090503692627,0.4789187908172607,0.2099661827087402,0.3735826015472412,0.5325541496276855,0.4329279899597168
MUT26,spec11,1.8812801837921145,1.0494880676269531,3.664332389831543,3.1869592666625977,2.042414903640747,2.927194356918335,3.64009952545166,1.0499475002288818,0.4617302417755127,3.59615159034729,2.3499598026275637
MUT27,spec12,0.4976212978363037,0.5314924716949463,0.689516544342041,0.8618245124816895,0.6234457492828369,0.2987620830535888,0.4808189868927002,0.8477375507354736,0.521662712097168,0.3290858268737793,0.5681967735290527
MUT32,spec12,0.9315805435180664,0.4637901782989502,0.780911922454834,0.985055685043335,0.7058792114257812,0.5262906551361084,0.3399622440338135,0.4054791927337646,0.5360095500946045,0.603395938873291,0.6278355121612549
MUT33,spec12,0.4806616306304931,0.5401215553283691,0.4179065227508545,0.3767561912536621,0.6223030090332031,0.4853415489196777,0.2225544452667236,0.4011213779449463,0.4752161502838135,0.4743576049804687,0.4496340036392212
MUT36,spec13,7.624478101730347,1.8428075313568115,4.045795679092407,3.192247152328491,3.770538330078125,1.2088911533355713,5.467883586883545,0.7212607860565186,2.713454484939575,2.1628987789154053,3.27502555847168
MUT36,spec14,10.599201917648315,12.52745795249939,24.46656537055969,27.033420085906982,2.0069704055786133,27.58559250831604,8.600299596786499,22.04081153869629,0.4441816806793213,8.043349027633667,14.334785008430481
MUT39,spec14,33.27374720573425,26.50007700920105,7.099859714508057,36.61601185798645,23.58691096305847,25.27027010917664,22.97839975357056,21.77557492256165,13.094092607498167,20.74153184890747,23.093647599220276
MUT40,spec13,0.6808466911315918,5.426726818084717,14.939531803131104,7.568284034729004,2.1129679679870605,4.358670949935913,0.9339489936828612,2.348102569580078,9.263604879379272,7.57683539390564,5.5209520101547245
MUT43,spec17,29.724153757095337,34.834182262420654,27.147307872772217,40.79245686531067,36.70012187957764,15.587910413742064,14.985357761383057,23.18887758255005,25.22901487350464,23.00132989883423,27.119071316719054
MUT43,spec18,31.569979190826416,38.3772828578949,35.354732036590576,43.795456409454346,48.15240788459778,40.4066116809845,25.79289937019348,43.611708879470825,37.14943027496338,36.36554479598999,38.05760533809662
MUT44,spec15,28.683078289031982,35.953938484191895,0.9056918621063232,28.61916971206665,27.48551607131958,36.02058696746826,21.700602054595947,20.914858102798465,25.8953161239624,25.231743097305294,25.14105007648468
MUT44,spec17,32.433634519577026,25.245211601257324,9.717950582504272,28.42506980895996,42.7524778842926,30.424415111541748,27.02513957023621,24.58827829360962,26.915776252746586,20.78298783302307,26.83109414577484
MUT46,spec15,27.312557220458984,4.521580934524536,40.9449737071991,9.133316278457642,26.603572368621823,18.287710189819336,24.10722208023072,8.588242292404175,23.466572284698486,26.082866430282596,20.90486137866974
MUT46,spec17,31.242544174194336,30.24063754081726,31.55498695373535,32.37112355232239,33.16472411155701,33.58573937416077,21.53979992866516,27.065603733062744,26.27764582633972,20.441155433654785,28.74839606285095
MUT46,spec18,38.95880937576294,36.20552706718445,32.860697984695435,47.73602056503296,44.09195947647095,41.0949981212616,31.16201543807984,23.187066078186035,22.679621696472168,29.6034631729126,34.758017897605896
MUT47,spec16,36.97911190986633,28.21970510482788,34.176881313323975,29.969682455062863,30.22202086448669,31.47623610496521,27.46873688697815,23.570781469345093,22.57097339630127,19.554800033569336,28.42089295387268
MUT47,spec17,28.083836793899536,33.88553190231323,26.20857048034668,38.19021701812744,12.142261505126951,30.978450059890747,22.34924292564392,22.06295680999756,26.659708976745605,21.45281434059143,26.20135908126831
MUT49,spec17,26.505746603012085,33.92958688735962,12.978445053100586,34.674811601638794,32.06711959838867,30.143377780914307,21.34704184532165,22.654381036758423,15.355870723724363,19.826838493347168,24.948321962356566
MUT49,spec18,58.94653367996216,41.72053289413452,44.10532784461975,41.387810707092285,40.8677134513855,35.71088624000549,36.65587282180786,27.157480001449585,23.329578638076782,36.17715811729431,38.605889439582825
MUT50,spec16,28.17501783370972,39.35241436958313,33.706827878952026,24.97087454795837,29.12917852401733,26.54942297935486,20.72002458572388,22.9300434589386,25.758225440979004,22.54501461982727,27.38370442390442
MUT51,spec16,34.67661428451538,25.35301303863525,30.346866130828857,26.92965841293335,35.54824090003967,26.02830696105957,31.2106990814209,24.096598148345947,23.10798692703247,29.40131378173828,28.669929766654967
MUT51,spec17,39.946720123291016,33.10499882698059,34.00951147079468,47.2504518032074,37.57021760940552,27.355158805847168,23.282681703567505,17.17556643486023,21.867092847824097,22.12540602684021,30.36878056526184
MUT56,spec17,29.756893396377563,35.09344792366028,31.77131223678589,32.53567695617676,40.14348340034485,31.17431616783142,29.39375352859497,19.01222252845764,24.03340435028076,27.919263124465942,30.083377361297607
MUT62,spec20,38.64381790161133,32.24025535583496,39.05555868148804,64.11548614501953,64.75698947906494,40.42172527313232,36.257983446121216,28.00483226776123,39.97840595245361,27.994864225387573,41.146991872787474
MUT64,spec20,53.46142220497131,70.2841899394989,73.25770330429077,50.93338584899902,80.1582100391388,45.74282741546631,45.285754680633545,52.20079588890076,41.61359572410584,35.1377854347229,54.80756704807281
MUT21,spec1,0.545832633972168,1.009551763534546,0.4929432868957519,0.5632278919219971,0.2800037860870361,0.783977746963501,0.2842781543731689,0.6232748031616211,0.8513932228088379,0.5150003433227539,0.5949483633041381
MUT22,spec12,0.5156080722808838,0.5865466594696045,0.5892653465270996,0.4666411876678467,0.2955327033996582,0.3214054107666015,0.7909066677093506,0.5077841281890869,0.4263389110565185,0.2545216083526611,0.4754550695419312
MUT28,spec12,0.4384706020355224,0.3235726356506347,0.4325132369995117,0.405606746673584,0.4722273349761963,0.479602575302124,0.3555703163146972,0.424187421798706,0.4767119884490967,0.4126105308532715,0.4221073389053345
