Failure_mutation,Failure_spec,1,2,3,4,5,6,7,8,9,10,Time_log
MUT10,spec6,8.776257038116455,8.139294624328613,6.59768009185791,6.573594808578491,8.253308057785034,8.486108779907227,9.54086136817932,7.644240379333496,6.391169786453247,8.402382612228394,7.880489754676819
MUT11,spec6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MUT12,spec5,11.989144802093506,7.153265953063965,9.27038860321045,8.88876461982727,7.23427414894104,8.244314432144165,7.089566946029663,8.421998977661133,9.124441862106323,7.413634300231934,8.482979464530946
MUT13,spec5,9.36425757408142,6.094869375228882,6.549570798873901,10.133359670639038,8.943603277206421,7.915762662887573,8.210612297058105,6.733554124832153,6.775944709777832,10.20732069015503,8.092885518074036
MUT13,spec6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MUT58,spec2,8.162458658218384,8.454347372055054,9.630786418914797,9.403765678405762,7.96286129951477,9.560328245162964,10.221595525741575,8.871640920639038,6.301271915435791,6.847731828689575,8.541678786277771
MUT59,spec2,10.67743754386902,9.686517238616943,7.337928295135498,6.837328910827637,6.823412895202637,9.820018529891968,9.637179136276243,14.761210441589355,10.284788131713867,6.212955713272095,9.207877683639527
MUT59,spec6,85.90283942222595,18.10277485847473,39.31848192214966,42.30126738548279,38.83644986152649,56.4582679271698,49.20554208755493,43.66432237625122,39.203558683395386,20.719354391098022,43.3712858915329
MUT60,spec6,7.941246271133423,8.095521926879883,8.243271589279175,6.7447710037231445,8.385518074035645,7.324118137359619,8.220118761062622,14.266478061676024,9.615347385406494,7.488355875015259,8.63247470855713
MUT61,spec6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MUT80,spec3,10.938778400421144,11.208713293075562,8.948180913925171,9.827313423156738,8.456035375595093,8.97514271736145,10.04116702079773,7.400139331817627,7.467609643936157,9.518436193466188,9.278151631355286
MUT84,spec4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MUT93,spec3,8.5338134765625,6.666975975036621,9.807535171508787,8.268919229507446,8.314608573913574,9.67538571357727,7.06824803352356,9.7782244682312,9.076083183288574,9.25294041633606,8.64427342414856
MUT94,spec3,7.600986003875732,6.2397661209106445,8.223423719406128,6.42697286605835,8.137850046157837,8.409615516662598,8.197963953018188,7.847378730773926,9.677250146865845,9.628280878067017,8.038948798179627
MUT79,spec4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MUT92,spec3,10.423608541488647,9.398720979690552,7.4803993701934814,6.9958343505859375,8.228158712387085,7.421525716781616,10.08022952079773,7.672082424163818,8.086018323898315,7.5731871128082275,8.335976505279541
MUT18V,spec3,10.668011903762816,8.504929780960083,6.492220878601074,6.768426418304443,9.135915279388428,10.000401973724363,11.218439817428589,8.283589363098145,6.31465220451355,6.859270095825195,8.424585771560668
MUT18V,spec4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MUT92V,spec6,11.193796396255491,8.480266571044922,7.889162302017212,6.917189359664917,7.708300352096558,8.843619585037231,6.846807479858398,7.832998514175415,9.011690378189089,7.850529193878174,8.25743601322174
MUT109V,spec4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MUT116V,spec6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MUT121V,spec3,8.804770469665527,9.7893488407135,8.312154054641724,8.120164632797241,7.283580780029297,7.310308218002319,6.630551338195801,8.0831937789917,7.340810775756836,7.838986158370972,7.951386904716491
MUT123V,spec2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MUT124V,spec3,10.737612962722778,8.04676628112793,11.467456579208374,7.980064868927002,7.212660312652588,7.085974216461182,9.542239665985107,7.470578193664551,8.986484289169312,9.11426591873169,8.76441032886505
MUT127V,spec3,8.720454931259155,8.251133680343628,6.486307382583618,9.809603691101074,6.274794101715088,7.695017337799072,6.6654229164123535,9.904745817184448,9.29429817199707,8.218552589416504,8.1320330619812
MUT127V,spec4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MUT132V,spec6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MUT134V,spec2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MUT134V,spec6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MUT137V,spec6,9.8340961933136,14.924076318740845,17.62729835510254,13.383998155593872,9.838070631027222,7.123015880584717,10.984892845153809,18.043394565582275,8.458653688430786,7.633518695831299,11.785101532936096
MUT163V,spec6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MUT164V,spec6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MUT170V,spec4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MUT186V,spec4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MUT186V,spec5,9.70426106452942,8.114341735839844,9.931193113327026,8.165115594863892,6.221748113632202,7.509259700775146,9.13895344734192,6.821239233016968,9.279192686080933,7.252153396606445,8.213745808601379
