,,,Before Mutation,,,,,After Mutation
Mutant Filename,Mutation Operator,Start Line#,Start Col#,End Line#,End Col#,Target Token,Start Line#,Start Col#,End Line#,End Col#,Mutated Token,Extra Info
model.MUT68.c,SSDL,160,7,182,8,switch (rtDW.is_Door) {,160,7,160,8,;,,model_step
model.MUT69.c,SSDL,162,9,174,10,if (!rtU.D_mode) {,162,9,162,10,;,,model_step
model.MUT70.c,SSDL,165,11,173,12,if (rtU.Door_sens && (rtDW.is_On == ((uint8_T)1U))) {,165,11,165,12,;,,model_step
model.MUT71.c,OLLN,165,29,165,31,&&,165,29,165,31,||,&&||,model_step
model.MUT72.c,ORRN,165,44,165,46,==,165,44,165,46,!=,==!=,model_step
model.MUT73.c,ORRN,165,44,165,46,==,165,44,165,45,<,==<,model_step
model.MUT74.c,ORRN,165,44,165,46,==,165,44,165,46,<=,==<=,model_step
model.MUT75.c,ORRN,165,44,165,46,==,165,44,165,45,>,==>,model_step
model.MUT76.c,ORRN,165,44,165,46,==,165,44,165,46,>=,==>=,model_step
model.MUT77.c,SSDL,165,59,173,12,{,165,59,165,60,{,,model_step
model.MUT78.c,SSDL,167,13,167,35,event_store = sfEvent,167,13,167,14,;,,model_step
model.MUT79.c,SSDL,168,13,170,14,if (rtDW.is_active_Alarm != 0U) {,168,13,168,14,;,,model_step
model.MUT80.c,ORRN,168,38,168,40,!=,168,38,168,39,<,!=<,model_step
model.MUT81.c,ORRN,168,38,168,40,!=,168,38,168,40,<=,!=<=,model_step
model.MUT82.c,ORRN,168,38,168,40,!=,168,38,168,40,==,!===,model_step
model.MUT83.c,ORRN,168,38,168,40,!=,168,38,168,39,>,!=>,model_step
model.MUT84.c,ORRN,168,38,168,40,!=,168,38,168,40,>=,!=>=,model_step
model.MUT85.c,SSDL,169,15,169,31,Alarm(&sfEvent),169,15,169,16,;,,model_step
model.MUT86.c,SSDL,175,9,175,15,break;,175,9,175,10,;,,model_step
model.MUT87.c,SSDL,178,9,180,10,if (rtU.D_mode) {,178,9,178,10,;,,model_step
model.MUT88.c,SSDL,181,9,181,15,break;,181,9,181,10,;,,model_step
model.MUT89.c,SSDL,185,5,231,6,if (rtDW.is_active_Motion != 0U) {,185,5,185,6,;,,model_step
model.MUT90.c,ORRN,185,31,185,33,!=,185,31,185,32,<,!=<,model_step
model.MUT91.c,ORRN,185,31,185,33,!=,185,31,185,33,<=,!=<=,model_step
model.MUT92.c,ORRN,185,31,185,33,!=,185,31,185,33,==,!===,model_step
model.MUT93.c,ORRN,185,31,185,33,!=,185,31,185,32,>,!=>,model_step
model.MUT94.c,ORRN,185,31,185,33,!=,185,31,185,33,>=,!=>=,model_step
model.MUT95.c,SSDL,187,7,230,8,switch (rtDW.is_Motion) {,187,7,187,8,;,,model_step
model.MUT96.c,SSDL,189,9,221,10,if (!rtU.M_mode) {,189,9,189,10,;,,model_step
model.MUT97.c,SSDL,189,26,192,10,{,189,26,189,27,{,,model_step
model.MUT98.c,SSDL,193,11,220,12,switch (rtDW.is_Active) {,193,11,193,12,;,,model_step
model.MUT99.c,SSDL,195,13,211,14,if (((boolean_T)(1)) && (rtDW.temporalCounter_i1 >= 20U) && (rtDW.is_On == ((uint8_T)1U))) {,195,13,195,14,;,,model_step
model.MUT100.c,OLLN,195,44,195,46,&&,195,44,195,46,||,&&||,model_step
model.MUT101.c,ORRN,195,72,195,74,>=,195,72,195,74,!=,>=!=,model_step
model.MUT102.c,ORRN,195,72,195,74,>=,195,72,195,73,<,>=<,model_step
model.MUT103.c,ORRN,195,72,195,74,>=,195,72,195,74,<=,>=<=,model_step
model.MUT104.c,ORRN,195,72,195,74,>=,195,72,195,74,==,>===,model_step
model.MUT105.c,ORRN,195,72,195,74,>=,195,72,195,73,>,>=>,model_step
model.MUT106.c,OLLN,195,80,195,82,&&,195,80,195,82,||,&&||,model_step
model.MUT107.c,ORRN,196,29,196,31,==,196,29,196,31,!=,==!=,model_step
model.MUT108.c,ORRN,196,29,196,31,==,196,29,196,30,<,==<,model_step
model.MUT109.c,ORRN,196,29,196,31,==,196,29,196,31,<=,==<=,model_step
model.MUT110.c,ORRN,196,29,196,31,==,196,29,196,30,>,==>,model_step
model.MUT111.c,ORRN,196,29,196,31,==,196,29,196,31,>=,==>=,model_step
model.MUT112.c,SSDL,196,44,207,14,{,196,44,196,45,{,,model_step
model.MUT113.c,SSDL,199,15,199,37,event_store = sfEvent,199,15,199,16,;,,model_step
model.MUT114.c,SSDL,200,15,202,16,if (rtDW.is_active_Alarm != 0U) {,200,15,200,16,;,,model_step
model.MUT115.c,ORRN,200,40,200,42,!=,200,40,200,41,<,!=<,model_step
model.MUT116.c,ORRN,200,40,200,42,!=,200,40,200,42,<=,!=<=,model_step
model.MUT117.c,ORRN,200,40,200,42,!=,200,40,200,42,==,!===,model_step
model.MUT118.c,ORRN,200,40,200,42,!=,200,40,200,41,>,!=>,model_step
model.MUT119.c,ORRN,200,40,200,42,!=,200,40,200,42,>=,!=>=,model_step
model.MUT120.c,SSDL,201,17,201,33,Alarm(&sfEvent),201,17,201,18,;,,model_step
model.MUT121.c,SSDL,204,15,204,27,sfEvent = 1,204,15,204,16,;,,model_step
model.MUT122.c,SSDL,206,15,206,44,rtDW.temporalCounter_i1 = 0U,206,15,206,16,;,,model_step
model.MUT123.c,SSDL,208,15,210,16,if (!rtU.Mot_sens) {,208,15,208,16,;,,model_step
model.MUT124.c,SSDL,212,13,212,19,break;,212,13,212,14,;,,model_step
model.MUT125.c,SSDL,215,13,218,14,if (rtU.Mot_sens) {,215,13,215,14,;,,model_step
model.MUT126.c,SSDL,215,31,218,14,{,215,31,215,32,{,,model_step
model.MUT127.c,SSDL,217,15,217,44,rtDW.temporalCounter_i1 = 0U,217,15,217,16,;,,model_step
model.MUT128.c,SSDL,219,13,219,19,break;,219,13,219,14,;,,model_step
model.MUT129.c,SSDL,222,9,222,15,break;,222,9,222,10,;,,model_step
model.MUT130.c,SSDL,225,9,228,10,if (rtU.M_mode) {,225,9,225,10,;,,model_step
model.MUT131.c,SSDL,225,25,228,10,{,225,25,225,26,{,,model_step
model.MUT132.c,SSDL,229,9,229,15,break;,229,9,229,10,;,,model_step
model.MUT133.c,SSDL,233,5,258,6,if (rtDW.is_active_Win != 0U) {,233,5,233,6,;,,model_step
model.MUT134.c,ORRN,233,28,233,30,!=,233,28,233,29,<,!=<,model_step
model.MUT135.c,ORRN,233,28,233,30,!=,233,28,233,30,<=,!=<=,model_step
model.MUT136.c,ORRN,233,28,233,30,!=,233,28,233,30,==,!===,model_step
model.MUT137.c,ORRN,233,28,233,30,!=,233,28,233,29,>,!=>,model_step
model.MUT138.c,ORRN,233,28,233,30,!=,233,28,233,30,>=,!=>=,model_step
model.MUT139.c,SSDL,235,7,257,8,switch (rtDW.is_Win) {,235,7,235,8,;,,model_step
model.MUT140.c,SSDL,237,9,249,10,if (!rtU.W_mode) {,237,9,237,10,;,,model_step
model.MUT141.c,SSDL,240,11,248,12,if (rtU.Win_sens && (rtDW.is_On == ((uint8_T)1U))) {,240,11,240,12,;,,model_step
model.MUT142.c,OLLN,240,28,240,30,&&,240,28,240,30,||,&&||,model_step
model.MUT143.c,ORRN,240,43,240,45,==,240,43,240,45,!=,==!=,model_step
model.MUT144.c,ORRN,240,43,240,45,==,240,43,240,44,<,==<,model_step
model.MUT145.c,ORRN,240,43,240,45,==,240,43,240,45,<=,==<=,model_step
model.MUT146.c,ORRN,240,43,240,45,==,240,43,240,44,>,==>,model_step
model.MUT147.c,ORRN,240,43,240,45,==,240,43,240,45,>=,==>=,model_step
model.MUT148.c,SSDL,240,58,248,12,{,240,58,240,59,{,,model_step
model.MUT149.c,SSDL,242,13,242,35,event_store = sfEvent,242,13,242,14,;,,model_step
model.MUT150.c,SSDL,243,13,245,14,if (rtDW.is_active_Alarm != 0U) {,243,13,243,14,;,,model_step
model.MUT151.c,ORRN,243,38,243,40,!=,243,38,243,39,<,!=<,model_step
model.MUT152.c,ORRN,243,38,243,40,!=,243,38,243,40,<=,!=<=,model_step
model.MUT153.c,ORRN,243,38,243,40,!=,243,38,243,40,==,!===,model_step
model.MUT154.c,ORRN,243,38,243,40,!=,243,38,243,39,>,!=>,model_step
model.MUT155.c,ORRN,243,38,243,40,!=,243,38,243,40,>=,!=>=,model_step
model.MUT156.c,SSDL,244,15,244,31,Alarm(&sfEvent),244,15,244,16,;,,model_step
model.MUT157.c,SSDL,247,13,247,25,sfEvent = 1,247,13,247,14,;,,model_step
model.MUT158.c,SSDL,250,9,250,15,break;,250,9,250,10,;,,model_step
model.MUT159.c,SSDL,253,9,255,10,if (rtU.W_mode) {,253,9,253,10,;,,model_step
model.MUT160.c,SSDL,256,9,256,15,break;,256,9,256,10,;,,model_step
model.MUT161.c,SSDL,260,5,262,6,if (rtDW.is_active_Alarm != 0U) {,260,5,260,6,;,,model_step
model.MUT162.c,ORRN,260,30,260,32,!=,260,30,260,31,<,!=<,model_step
model.MUT163.c,ORRN,260,30,260,32,!=,260,30,260,32,<=,!=<=,model_step
model.MUT164.c,ORRN,260,30,260,32,!=,260,30,260,32,==,!===,model_step
model.MUT165.c,ORRN,260,30,260,32,!=,260,30,260,31,>,!=>,model_step
model.MUT166.c,ORRN,260,30,260,32,!=,260,30,260,32,>=,!=>=,model_step
model.MUT167.c,SSDL,261,7,261,23,Alarm(&sfEvent),261,7,261,8,;,,model_step
model.MUT168.c,SSDL,265,3,269,4,if (rtDW.SoundEventCounter > 0U) {,265,3,265,4,;,,model_step
model.MUT169.c,ORRN,265,30,265,31,>,265,30,265,32,!=,>!=,model_step
model.MUT170.c,ORRN,265,30,265,31,>,265,30,265,31,<,><,model_step
model.MUT171.c,ORRN,265,30,265,31,>,265,30,265,32,<=,><=,model_step
model.MUT172.c,ORRN,265,30,265,31,>,265,30,265,32,==,>==,model_step
model.MUT173.c,ORRN,265,30,265,31,>,265,30,265,32,>=,>>=,model_step
model.MUT174.c,SSDL,265,36,269,4,{,265,36,265,37,{,,model_step
model.MUT175.c,SSDL,267,5,267,28,rtY.Sound = !rtY.Sound,267,5,267,6,;,,model_step
model.MUT176.c,SSDL,268,5,268,30,rtDW.SoundEventCounter--,268,5,268,6,;,,model_step
model.MUT177.c,SSDL,271,3,275,4,if (rtDW.call_policeEventCounter > 0U) {,271,3,271,4,;,,model_step
model.MUT178.c,ORRN,271,36,271,37,>,271,36,271,38,!=,>!=,model_step
model.MUT179.c,ORRN,271,36,271,37,>,271,36,271,37,<,><,model_step
model.MUT180.c,ORRN,271,36,271,37,>,271,36,271,38,<=,><=,model_step
model.MUT181.c,ORRN,271,36,271,37,>,271,36,271,38,==,>==,model_step
model.MUT182.c,ORRN,271,36,271,37,>,271,36,271,38,>=,>>=,model_step
model.MUT183.c,SSDL,271,42,275,4,{,271,42,271,43,{,,model_step
model.MUT184.c,SSDL,273,5,273,40,rtY.call_police = !rtY.call_police,273,5,273,6,;,,model_step
model.MUT185.c,SSDL,274,5,274,36,rtDW.call_policeEventCounter--,274,5,274,6,;,,model_step
model.MUT186.c,SSDL,280,3,280,42,printf("%s\n",280,3,280,4,;,,model_step
model.MUT187.c,SSDL,289,3,289,31,rtDW.is_active_c1_model = 0,289,3,289,4,;,,model_initialize
model.MUT188.c,SSDL,290,3,290,21,rtDW.is_Alarm = 0,290,3,290,4,;,,model_initialize
model.MUT189.c,SSDL,291,3,291,18,rtDW.is_On = 0,291,3,291,4,;,,model_initialize
model.MUT190.c,SSDL,292,3,292,20,rtDW.is_Door = 0,292,3,292,4,;,,model_initialize
model.MUT191.c,SSDL,293,3,293,22,rtDW.is_Motion = 0,293,3,293,4,;,,model_initialize
model.MUT192.c,SSDL,294,3,294,22,rtDW.is_Active = 0,294,3,294,4,;,,model_initialize
model.MUT193.c,SSDL,295,3,295,19,rtDW.is_Win = 0,295,3,295,4,;,,model_initialize
model.MUT194.c,SSDL,296,3,296,31,rtDW.temporalCounter_i1 = 0,296,3,296,4,;,,model_initialize
model.MUT195.c,SSDL,297,3,297,31,rtDW.temporalCounter_i2 = 0,297,3,297,4,;,,model_initialize
model.MUT1V.c,VSCR,60,16,60,24,is_Alarm,60,16,60,27,SoundEventCounter,,Alarm
model.MUT2V.c,VSCR,60,16,60,24,is_Alarm,60,16,60,27,call_policeEventCounter,,Alarm
model.MUT3V.c,VSCR,60,16,60,24,is_Alarm,60,16,60,27,temporalCounter_i1,,Alarm
model.MUT4V.c,VSCR,60,16,60,24,is_Alarm,60,16,60,27,temporalCounter_i2,,Alarm
model.MUT5V.c,VSCR,60,16,60,24,is_Alarm,60,16,60,27,is_active_c1_model,,Alarm
model.MUT6V.c,VSCR,60,16,60,24,is_Alarm,60,16,60,25,is_Motion,,Alarm
model.MUT7V.c,VSCR,60,16,60,24,is_Alarm,60,16,60,27,is_active_Motion,,Alarm
model.MUT8V.c,VSCR,60,16,60,24,is_Alarm,60,16,60,25,is_Active,,Alarm
model.MUT9V.c,VSCR,60,16,60,24,is_Alarm,60,16,60,23,is_Door,,Alarm
model.MUT10V.c,VSCR,60,16,60,24,is_Alarm,60,16,60,27,is_active_Door,,Alarm
model.MUT11V.c,VSCR,60,16,60,24,is_Alarm,60,16,60,22,is_Win,,Alarm
model.MUT12V.c,VSCR,60,16,60,24,is_Alarm,60,16,60,27,is_active_Win,,Alarm
model.MUT13V.c,VSCR,60,16,60,24,is_Alarm,60,16,60,27,is_active_Alarm,,Alarm
model.MUT14V.c,VSCR,60,16,60,24,is_Alarm,60,16,60,21,is_On,,Alarm
model.MUT15V.c,VSCR,63,13,63,25,Alarm_active,63,13,63,19,D_mode,,Alarm
model.MUT16V.c,VSCR,63,13,63,25,Alarm_active,63,13,63,19,W_mode,,Alarm
model.MUT17V.c,VSCR,63,13,63,25,Alarm_active,63,13,63,19,M_mode,,Alarm
model.MUT18V.c,VSCR,63,13,63,25,Alarm_active,63,13,63,22,Door_sens,,Alarm
model.MUT19V.c,VSCR,63,13,63,25,Alarm_active,63,13,63,21,Win_sens,,Alarm
model.MUT20V.c,VSCR,63,13,63,25,Alarm_active,63,13,63,21,Mot_sens,,Alarm
model.MUT21V.c,VSCR,64,12,64,20,is_Alarm,64,12,64,29,SoundEventCounter,,Alarm
model.MUT22V.c,VSCR,64,12,64,20,is_Alarm,64,12,64,29,call_policeEventCounter,,Alarm
model.MUT23V.c,VSCR,64,12,64,20,is_Alarm,64,12,64,29,temporalCounter_i1,,Alarm
model.MUT24V.c,VSCR,64,12,64,20,is_Alarm,64,12,64,29,temporalCounter_i2,,Alarm
model.MUT25V.c,VSCR,64,12,64,20,is_Alarm,64,12,64,29,is_active_c1_model,,Alarm
model.MUT26V.c,VSCR,64,12,64,20,is_Alarm,64,12,64,21,is_Motion,,Alarm
model.MUT27V.c,VSCR,64,12,64,20,is_Alarm,64,12,64,28,is_active_Motion,,Alarm
model.MUT28V.c,VSCR,64,12,64,20,is_Alarm,64,12,64,21,is_Active,,Alarm
model.MUT29V.c,VSCR,64,12,64,20,is_Alarm,64,12,64,19,is_Door,,Alarm
model.MUT30V.c,VSCR,64,12,64,20,is_Alarm,64,12,64,26,is_active_Door,,Alarm
model.MUT31V.c,VSCR,64,12,64,20,is_Alarm,64,12,64,18,is_Win,,Alarm
model.MUT32V.c,VSCR,64,12,64,20,is_Alarm,64,12,64,25,is_active_Win,,Alarm
model.MUT33V.c,VSCR,64,12,64,20,is_Alarm,64,12,64,27,is_active_Alarm,,Alarm
model.MUT34V.c,VSCR,64,12,64,20,is_Alarm,64,12,64,17,is_On,,Alarm
model.MUT35V.c,VSCR,65,12,65,17,is_On,65,12,65,29,SoundEventCounter,,Alarm
model.MUT36V.c,VSCR,65,12,65,17,is_On,65,12,65,30,call_policeEventCounter,,Alarm
model.MUT37V.c,VSCR,65,12,65,17,is_On,65,12,65,30,temporalCounter_i1,,Alarm
model.MUT38V.c,VSCR,65,12,65,17,is_On,65,12,65,30,temporalCounter_i2,,Alarm
model.MUT39V.c,VSCR,65,12,65,17,is_On,65,12,65,30,is_active_c1_model,,Alarm
model.MUT40V.c,VSCR,65,12,65,17,is_On,65,12,65,21,is_Motion,,Alarm
model.MUT41V.c,VSCR,65,12,65,17,is_On,65,12,65,28,is_active_Motion,,Alarm
model.MUT42V.c,VSCR,65,12,65,17,is_On,65,12,65,21,is_Active,,Alarm
model.MUT43V.c,VSCR,65,12,65,17,is_On,65,12,65,19,is_Door,,Alarm
model.MUT44V.c,VSCR,65,12,65,17,is_On,65,12,65,26,is_active_Door,,Alarm
model.MUT45V.c,VSCR,65,12,65,17,is_On,65,12,65,18,is_Win,,Alarm
model.MUT46V.c,VSCR,65,12,65,17,is_On,65,12,65,25,is_active_Win,,Alarm
model.MUT47V.c,VSCR,65,12,65,17,is_On,65,12,65,20,is_Alarm,,Alarm
model.MUT48V.c,VSCR,65,12,65,17,is_On,65,12,65,27,is_active_Alarm,,Alarm
model.MUT49V.c,VSCR,71,14,71,26,Alarm_active,71,14,71,20,D_mode,,Alarm
model.MUT50V.c,VSCR,71,14,71,26,Alarm_active,71,14,71,20,W_mode,,Alarm
model.MUT51V.c,VSCR,71,14,71,26,Alarm_active,71,14,71,20,M_mode,,Alarm
model.MUT52V.c,VSCR,71,14,71,26,Alarm_active,71,14,71,23,Door_sens,,Alarm
model.MUT53V.c,VSCR,71,14,71,26,Alarm_active,71,14,71,22,Win_sens,,Alarm
model.MUT54V.c,VSCR,71,14,71,26,Alarm_active,71,14,71,22,Mot_sens,,Alarm
model.MUT55V.c,VSCR,72,12,72,17,is_On,72,12,72,29,SoundEventCounter,,Alarm
model.MUT56V.c,VSCR,72,12,72,17,is_On,72,12,72,35,call_policeEventCounter,,Alarm
model.MUT57V.c,VSCR,72,12,72,17,is_On,72,12,72,30,temporalCounter_i1,,Alarm
model.MUT58V.c,VSCR,72,12,72,17,is_On,72,12,72,30,temporalCounter_i2,,Alarm
model.MUT59V.c,VSCR,72,12,72,17,is_On,72,12,72,30,is_active_c1_model,,Alarm
model.MUT60V.c,VSCR,72,12,72,17,is_On,72,12,72,21,is_Motion,,Alarm
model.MUT61V.c,VSCR,72,12,72,17,is_On,72,12,72,28,is_active_Motion,,Alarm
model.MUT62V.c,VSCR,72,12,72,17,is_On,72,12,72,21,is_Active,,Alarm
model.MUT63V.c,VSCR,72,12,72,17,is_On,72,12,72,19,is_Door,,Alarm
model.MUT64V.c,VSCR,72,12,72,17,is_On,72,12,72,26,is_active_Door,,Alarm
model.MUT65V.c,VSCR,72,12,72,17,is_On,72,12,72,18,is_Win,,Alarm
model.MUT66V.c,VSCR,72,12,72,17,is_On,72,12,72,25,is_active_Win,,Alarm
model.MUT67V.c,VSCR,72,12,72,17,is_On,72,12,72,20,is_Alarm,,Alarm
model.MUT68V.c,VSCR,72,12,72,17,is_On,72,12,72,27,is_active_Alarm,,Alarm
model.MUT69V.c,VSCR,73,12,73,20,is_Alarm,73,12,73,29,SoundEventCounter,,Alarm
model.MUT70V.c,VSCR,73,12,73,20,is_Alarm,73,12,73,30,call_policeEventCounter,,Alarm
model.MUT71V.c,VSCR,73,12,73,20,is_Alarm,73,12,73,30,temporalCounter_i1,,Alarm
model.MUT72V.c,VSCR,73,12,73,20,is_Alarm,73,12,73,30,temporalCounter_i2,,Alarm
model.MUT73V.c,VSCR,73,12,73,20,is_Alarm,73,12,73,30,is_active_c1_model,,Alarm
model.MUT74V.c,VSCR,73,12,73,20,is_Alarm,73,12,73,21,is_Motion,,Alarm
model.MUT75V.c,VSCR,73,12,73,20,is_Alarm,73,12,73,28,is_active_Motion,,Alarm
model.MUT76V.c,VSCR,73,12,73,20,is_Alarm,73,12,73,21,is_Active,,Alarm
model.MUT77V.c,VSCR,73,12,73,20,is_Alarm,73,12,73,19,is_Door,,Alarm
model.MUT78V.c,VSCR,73,12,73,20,is_Alarm,73,12,73,26,is_active_Door,,Alarm
model.MUT79V.c,VSCR,73,12,73,20,is_Alarm,73,12,73,18,is_Win,,Alarm
model.MUT80V.c,VSCR,73,12,73,20,is_Alarm,73,12,73,25,is_active_Win,,Alarm
model.MUT81V.c,VSCR,73,12,73,20,is_Alarm,73,12,73,27,is_active_Alarm,,Alarm
model.MUT82V.c,VSCR,73,12,73,20,is_Alarm,73,12,73,17,is_On,,Alarm
model.MUT83V.c,VSCR,75,20,75,25,is_On,75,20,75,28,SoundEventCounter,,Alarm
model.MUT84V.c,VSCR,75,20,75,25,is_On,75,20,75,28,call_policeEventCounter,,Alarm
model.MUT85V.c,VSCR,75,20,75,25,is_On,75,20,75,28,temporalCounter_i1,,Alarm
model.MUT86V.c,VSCR,75,20,75,25,is_On,75,20,75,28,temporalCounter_i2,,Alarm
model.MUT87V.c,VSCR,75,20,75,25,is_On,75,20,75,28,is_active_c1_model,,Alarm
model.MUT88V.c,VSCR,75,20,75,25,is_On,75,20,75,28,is_Motion,,Alarm
model.MUT89V.c,VSCR,75,20,75,25,is_On,75,20,75,28,is_active_Motion,,Alarm
model.MUT90V.c,VSCR,75,20,75,25,is_On,75,20,75,28,is_Active,,Alarm
model.MUT91V.c,VSCR,75,20,75,25,is_On,75,20,75,27,is_Door,,Alarm
model.MUT92V.c,VSCR,75,20,75,25,is_On,75,20,75,28,is_active_Door,,Alarm
