Failure_mutation,Failure_spec,1,2,3,4,5,6,7,8,9,10,Time_log
MUT26V,spec13,0.011651,0.021449,0.008002,0.006393,0.011768,0.01112,0.00986,0.007319,0.003576,0.010286,0.010142400000000001
MUT53V,spec13,0.02846,0.032081,0.028238,0.039041,0.050242,0.040447,0.029189,0.090425,0.038001,0.022735,0.0398859
MUT57V,spec14,0.006606,0.005804,0.005886,0.00331,0.005084,0.004461,0.005407,0.016924,0.00559,0.004549,0.0063621
MUT58V,spec14,0.008866,0.010406,0.008262,0.006224,0.010951,0.010401,0.009024,0.007521,0.00612,0.009648,0.008742300000000001
MUT60V,spec14,0.009305,0.012426,0.005967,0.006845,0.009897,0.008346,0.010533,0.006176,0.010723,0.01648,0.009669800000000001
MUT62V,spec13,0.048231,0.037079,0.113322,0.046122,0.036886,0.06172,0.057267,0.057187,0.043136,0.059469,0.0560419
MUT63V,spec13,0.052779,0.040592,0.076044,0.05926,0.218164,0.057186,0.051578,0.060207,0.065067,0.026195,0.0707072
MUT67V,spec14,0.007846,0.014875,0.008255,0.011864,0.00722,0.006565,0.017443,0.012894,0.016106,0.006692,0.010976
MUT68V,spec14,0.011116,0.014599,0.013597,0.004403,0.008024,0.011934,0.011603,0.007327,0.009449,0.010169,0.0102221
MUT73V,spec1,0.025653,0.023017,0.021797,0.02493,0.027746,0.031103,0.023457,0.020735,0.025429,0.033029,0.0256896
MUT73V,spec4,0.00448,0.007836,0.004296,0.013513,0.004375,0.00634,0.006939,0.007146,0.007312,0.008481,0.0070718000000000005
MUT73V,spec11,0.004986,0.004572,0.004743,0.005071,0.00742,0.010681,0.384893,0.007422,0.010283,0.00831,0.04483809999999999
MUT74V,spec12,0.036713,0.029456,0.025898,0.01602,0.02517,0.027269,0.029877,0.029024,0.033138,0.026231,0.027879599999999997
MUT75V,spec2,0.008043,0.015275,0.005724,0.005122,0.010297,0.007455,0.007221,0.007524,0.00766,0.009101,0.0083422
MUT75V,spec4,0.011365,0.009008,0.003863,0.005936,0.007084,0.006705,0.009496,0.010107,0.005235,0.009033,0.0077832
MUT75V,spec11,0.008975,0.010172,0.009881,0.003551,0.006095,0.0057,0.007682,0.008947,0.0064,0.008531,0.0075934
MUT76V,spec12,0.03059,0.039894,0.034049,0.025779,0.031667,0.034858,0.029787,0.031865,0.024651,0.646066,0.09292059999999999
MUT77V,spec11,0.012544,0.008492,0.010186,0.006454,0.011774,0.008756,0.009483,0.008175,0.012331,0.01121,0.0099405
MUT79V,spec11,0.009362,0.006868,0.008868,0.008836,0.009693,0.008299,0.008769,0.008779,0.012029,0.009773,0.009127600000000001
MUT84V,spec11,0.008364,0.005935,0.043143,0.007091,0.00701,0.008831,0.00795,0.007593,0.007864,0.007481,0.011126200000000001
MUT85V,spec5,0.005389,0.010533,0.00708,0.006956,0.007813,0.00899,0.010035,0.007851,0.008261,0.007558,0.0080466
MUT85V,spec12,0.023172,0.02924,0.031884,0.019906,0.03296,0.025414,0.024986,0.025533,0.02862,0.023123,0.026483800000000002
MUT86V,spec2,0.00693,0.004515,0.007123,0.044272,0.004003,0.00527,0.011168,0.013552,0.009112,0.006286,0.0112231
MUT94V,spec12,0.033393,0.025394,0.072643,0.024714,0.038086,0.030743,0.047514,0.033717,0.030735,0.055003,0.039194200000000005
MUT95V,spec12,0.037091,0.025998,0.025187,0.056951,0.038801,0.027647,0.022904,0.027654,0.040368,0.046527,0.0349128
MUT96V,spec12,0.093306,0.028209,0.027794,0.027185,0.043018,0.05067,0.023117,0.033107,0.028778,0.023623,0.0378807
MUT97V,spec7,0.005347,0.005064,0.006672,0.010927,0.003786,0.00356,0.005691,0.005702,0.006893,0.003254,0.0056895999999999995
MUT97V,spec13,0.011755,0.00661,0.007339,0.007915,0.009643,0.010489,0.008015,0.009335,0.00856,0.010219,0.008988
MUT98V,spec12,0.027353,0.024422,0.042283,0.027384,0.026801,0.027961,0.026928,0.045414,0.040725,0.025327,0.031459799999999996
MUT103V,spec13,0.008749,0.009878,0.008716,0.006728,0.006005,0.009476,0.009681,0.010135,0.013075,0.007416,0.008985900000000002
MUT106V,spec13,0.011734,0.010157,0.005908,0.008174,0.008277,0.010259,0.00925,0.006493,0.010524,0.00694,0.008771600000000001
MUT111V,spec7,0.014624,0.010712,0.01069,0.013216,0.019117,0.013649,0.012752,0.009274,0.013236,0.014909,0.0132179
MUT111V,spec13,0.004564,0.007021,0.006215,0.006534,0.014655,0.006056,0.005291,0.006588,0.002949,0.006486,0.0066359
MUT119V,spec7,0.00569,0.010689,0.01637,0.008618,0.010931,0.015461,0.014927,0.008679,0.011076,0.011412,0.011385300000000001
