Failure_mutation,Failure_spec,1,2,3,4,5,6,7,8,9,10,Time_log
MUT10,spec2,4.006459951400757,3.5594449043273926,2.730697631835937,3.323405742645264,2.2924699783325195,1.3607311248779297,1.7068140506744385,1.4402225017547607,2.0991644859313965,1.697221040725708,2.4216631412506104
MUT74,spec1,27.500508546829224,25.652214765548703,25.92262101173401,26.31016230583191,8.960894346237183,26.66576838493347,26.0575213432312,27.41181230545044,26.59333610534668,2.3134994506835938,22.338833856582642
MUT109,spec1,600.2607340812683,602.1110994815826,604.8634145259857,602.6709017753601,601.4450209140778,602.2876844406128,601.9896717071533,600.8786273002625,601.1734325885773,600.4853901863098,601.816597700119
MUT3,spec6,0.4479176998138428,1.505167007446289,1.171231985092163,0.4521205425262451,1.2403197288513184,1.214538812637329,1.4573974609375,1.3163254261016846,1.2876033782958984,1.2609825134277344,1.1353604555130006
MUT6,spec3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MUT167,spec5,29.25802063941956,30.0573205947876,28.721702814102173,27.46925950050354,34.13777256011963,43.32547473907471,30.305729627609253,24.60856533050537,24.31843852996826,27.17853093147278,29.938081526756285
MUT6V,spec2,6.581201791763306,2.734585762023926,3.1407253742218018,4.518549203872681,5.851345300674439,1.664515495300293,2.120344638824463,3.3790104389190674,4.187622785568237,1.2760889530181885,3.54539897441864
MUT6V,spec6,0.5185785293579102,0.4412961006164551,1.4530959129333496,0.441786527633667,1.2673060894012451,0.4612331390380859,0.6404035091400146,1.187450647354126,1.4155042171478271,1.39988374710083,0.9226538419723511
MUT13V,spec2,1.4176788330078125,5.823611497879028,2.760603666305542,1.7515625953674316,1.861973762512207,2.5585362911224365,2.1238369941711426,2.3479437828063965,2.824192762374878,1.4594762325286863,2.492941641807556
MUT16V,spec3,8.273836135864258,2.109752655029297,9.99594521522522,2.0834901332855225,4.430950403213501,2.987311601638794,3.67073655128479,6.867470979690552,4.275953531265259,2.1043267250061035,4.679977393150329
MUT16V,spec6,1.0648291110992432,0.7723503112792969,0.4441173076629638,1.2705047130584717,1.30214262008667,0.439274787902832,0.4447927474975586,1.4867496490478516,0.462742805480957,1.2772767543792725,0.8964780807495117
MUT18V,spec6,1.1878361701965332,1.1780617237091064,1.1938011646270752,1.4186122417449951,1.5077612400054932,0.5139830112457275,1.289506912231445,1.2897791862487793,0.6399660110473633,1.1833865642547607,1.1402694225311278
