,,,Before Mutation,,,,,After Mutation
Mutant Filename,Mutation Operator,Start Line#,Start Col#,End Line#,End Col#,Target Token,Start Line#,Start Col#,End Line#,End Col#,Mutated Token,Extra Info
model.MUT131.c,ORRN,189,54,189,56,!=,189,54,189,56,==,!===,ModeManager
model.MUT132.c,ORRN,189,54,189,56,!=,189,54,189,55,>,!=>,ModeManager
model.MUT133.c,ORRN,189,54,189,56,!=,189,54,189,56,>=,!=>=,ModeManager
model.MUT134.c,SSDL,189,69,194,14,{,189,69,189,70,{,,ModeManager
model.MUT135.c,SSDL,193,15,193,34,rtY.MechCmd = PLAY,193,15,193,16,;,,ModeManager
model.MUT136.c,SSDL,197,11,203,12,if (rtU.DiscPresent && (rtU.CdReq == PLAY)) {,197,11,197,12,;,,ModeManager
model.MUT137.c,OLLN,197,31,197,33,&&,197,31,197,33,||,&&||,ModeManager
model.MUT138.c,ORRN,197,45,197,47,==,197,45,197,47,!=,==!=,ModeManager
model.MUT139.c,ORRN,197,45,197,47,==,197,45,197,46,<,==<,ModeManager
model.MUT140.c,ORRN,197,45,197,47,==,197,45,197,47,<=,==<=,ModeManager
model.MUT141.c,ORRN,197,45,197,47,==,197,45,197,46,>,==>,ModeManager
model.MUT142.c,ORRN,197,45,197,47,==,197,45,197,47,>=,==>=,ModeManager
model.MUT143.c,SSDL,197,55,203,12,{,197,55,197,56,{,,ModeManager
model.MUT144.c,SSDL,202,13,202,32,rtY.MechCmd = PLAY,202,13,202,14,;,,ModeManager
model.MUT145.c,SSDL,205,9,205,15,break;,205,9,205,10,;,,ModeManager
model.MUT146.c,SSDL,209,9,209,35,rtY.CurrentRadioMode = FM,209,9,209,10,;,,ModeManager
model.MUT147.c,SSDL,210,9,210,15,break;,210,9,210,10,;,,ModeManager
model.MUT148.c,SSDL,213,10,269,4,{,213,10,213,11,{,,ModeManager
model.MUT149.c,SSDL,215,5,215,32,rtY.CurrentRadioMode = OFF,215,5,215,6,;,,ModeManager
model.MUT150.c,SSDL,218,5,268,6,if (rtU.RadioReq != OFF) {,218,5,218,6,;,,ModeManager
model.MUT151.c,ORRN,218,22,218,24,!=,218,22,218,23,<,!=<,ModeManager
model.MUT152.c,ORRN,218,22,218,24,!=,218,22,218,24,<=,!=<=,ModeManager
model.MUT153.c,ORRN,218,22,218,24,!=,218,22,218,24,==,!===,ModeManager
model.MUT154.c,ORRN,218,22,218,24,!=,218,22,218,23,>,!=>,ModeManager
model.MUT155.c,ORRN,218,22,218,24,!=,218,22,218,24,>=,!=>=,ModeManager
model.MUT156.c,SSDL,219,7,267,8,if (rtU.RadioReq == CD) {,219,7,219,8,;,,ModeManager
model.MUT157.c,ORRN,219,24,219,26,==,219,24,219,26,!=,==!=,ModeManager
model.MUT158.c,ORRN,219,24,219,26,==,219,24,219,25,<,==<,ModeManager
model.MUT159.c,ORRN,219,24,219,26,==,219,24,219,26,<=,==<=,ModeManager
model.MUT160.c,ORRN,219,24,219,26,==,219,24,219,25,>,==>,ModeManager
model.MUT161.c,ORRN,219,24,219,26,==,219,24,219,26,>=,==>=,ModeManager
model.MUT162.c,SSDL,219,31,244,8,{,219,31,219,32,{,,ModeManager
model.MUT163.c,SSDL,226,9,226,35,rtY.CurrentRadioMode = CD,226,9,226,10,;,,ModeManager
model.MUT164.c,SSDL,229,9,229,28,rtY.MechCmd = STOP,229,9,229,10,;,,ModeManager
model.MUT165.c,SSDL,232,9,243,10,if (rtU.DiscPresent) {,232,9,232,10,;,,ModeManager
model.MUT166.c,SSDL,232,30,238,10,{,232,30,232,31,{,,ModeManager
model.MUT167.c,SSDL,237,11,237,30,rtY.MechCmd = PLAY,237,11,237,12,;,,ModeManager
model.MUT168.c,SSDL,238,16,243,10,{,238,16,238,17,{,,ModeManager
model.MUT169.c,SSDL,242,11,242,30,rtY.MechCmd = STOP,242,11,242,12,;,,ModeManager
model.MUT170.c,SSDL,244,14,267,8,if (rtU.RadioReq == AM) {,244,14,244,15,;,,ModeManager
model.MUT171.c,ORRN,244,31,244,33,==,244,31,244,33,!=,==!=,ModeManager
model.MUT172.c,ORRN,244,31,244,33,==,244,31,244,32,<,==<,ModeManager
model.MUT173.c,ORRN,244,31,244,33,==,244,31,244,33,<=,==<=,ModeManager
model.MUT174.c,ORRN,244,31,244,33,==,244,31,244,32,>,==>,ModeManager
model.MUT175.c,ORRN,244,31,244,33,==,244,31,244,33,>=,==>=,ModeManager
model.MUT176.c,SSDL,244,38,255,8,{,244,38,244,39,{,,ModeManager
model.MUT177.c,SSDL,251,9,251,35,rtY.CurrentRadioMode = AM,251,9,251,10,;,,ModeManager
model.MUT178.c,SSDL,254,9,254,28,rtY.MechCmd = STOP,254,9,254,10,;,,ModeManager
model.MUT179.c,SSDL,255,14,267,8,{,255,14,255,15,{,,ModeManager
model.MUT180.c,SSDL,263,9,263,35,rtY.CurrentRadioMode = FM,263,9,263,10,;,,ModeManager
model.MUT181.c,SSDL,266,9,266,28,rtY.MechCmd = STOP,266,9,266,10,;,,ModeManager
model.MUT182.c,SSDL,277,3,401,4,switch (rtDW.was_ModeManager) {,277,3,277,4,;,,enter_internal_ModeManager
model.MUT183.c,SSDL,281,5,377,6,switch (rtDW.was_ON) {,281,5,281,6,;,,enter_internal_ModeManager
model.MUT184.c,SSDL,287,7,287,33,rtY.CurrentRadioMode = AM,287,7,287,8,;,,enter_internal_ModeManager
model.MUT185.c,SSDL,290,7,290,26,rtY.MechCmd = STOP,290,7,290,8,;,,enter_internal_ModeManager
model.MUT186.c,SSDL,291,7,291,13,break;,291,7,291,8,;,,enter_internal_ModeManager
model.MUT187.c,SSDL,298,7,298,33,rtY.CurrentRadioMode = CD,298,7,298,8,;,,enter_internal_ModeManager
model.MUT188.c,SSDL,301,7,301,26,rtY.MechCmd = STOP,301,7,301,8,;,,enter_internal_ModeManager
model.MUT189.c,SSDL,304,7,315,8,if (rtU.DiscPresent) {,304,7,304,8,;,,enter_internal_ModeManager
model.MUT190.c,SSDL,304,28,310,8,{,304,28,304,29,{,,enter_internal_ModeManager
model.MUT191.c,SSDL,309,9,309,28,rtY.MechCmd = PLAY,309,9,309,10,;,,enter_internal_ModeManager
model.MUT192.c,SSDL,310,14,315,8,{,310,14,310,15,{,,enter_internal_ModeManager
model.MUT193.c,SSDL,314,9,314,28,rtY.MechCmd = STOP,314,9,314,10,;,,enter_internal_ModeManager
model.MUT194.c,SSDL,316,7,316,13,break;,316,7,316,8,;,,enter_internal_ModeManager
model.MUT195.c,SSDL,323,7,323,33,rtY.CurrentRadioMode = FM,323,7,323,8,;,,enter_internal_ModeManager
model.MUT196.c,SSDL,326,7,326,26,rtY.MechCmd = STOP,326,7,326,8,;,,enter_internal_ModeManager
model.MUT197.c,SSDL,327,7,327,13,break;,327,7,327,8,;,,enter_internal_ModeManager
model.MUT198.c,SSDL,331,7,373,8,if (rtU.RadioReq == CD) {,331,7,331,8,;,,enter_internal_ModeManager
model.MUT199.c,ORRN,331,24,331,26,==,331,24,331,26,!=,==!=,enter_internal_ModeManager
model.MUT200.c,ORRN,331,24,331,26,==,331,24,331,25,<,==<,enter_internal_ModeManager
model.MUT201.c,ORRN,331,24,331,26,==,331,24,331,26,<=,==<=,enter_internal_ModeManager
model.MUT202.c,ORRN,331,24,331,26,==,331,24,331,25,>,==>,enter_internal_ModeManager
model.MUT203.c,ORRN,331,24,331,26,==,331,24,331,26,>=,==>=,enter_internal_ModeManager
model.MUT204.c,SSDL,331,31,354,8,{,331,31,331,32,{,,enter_internal_ModeManager
model.MUT205.c,SSDL,336,9,336,35,rtY.CurrentRadioMode = CD,336,9,336,10,;,,enter_internal_ModeManager
model.MUT206.c,SSDL,339,9,339,28,rtY.MechCmd = STOP,339,9,339,10,;,,enter_internal_ModeManager
model.MUT207.c,SSDL,342,9,353,10,if (rtU.DiscPresent) {,342,9,342,10,;,,enter_internal_ModeManager
model.MUT208.c,SSDL,342,30,348,10,{,342,30,342,31,{,,enter_internal_ModeManager
model.MUT209.c,SSDL,347,11,347,30,rtY.MechCmd = PLAY,347,11,347,12,;,,enter_internal_ModeManager
model.MUT210.c,SSDL,348,16,353,10,{,348,16,348,17,{,,enter_internal_ModeManager
model.MUT211.c,SSDL,352,11,352,30,rtY.MechCmd = STOP,352,11,352,12,;,,enter_internal_ModeManager
model.MUT212.c,SSDL,354,14,373,8,if (rtU.RadioReq == AM) {,354,14,354,15,;,,enter_internal_ModeManager
model.MUT213.c,ORRN,354,31,354,33,==,354,31,354,33,!=,==!=,enter_internal_ModeManager
model.MUT214.c,ORRN,354,31,354,33,==,354,31,354,32,<,==<,enter_internal_ModeManager
model.MUT215.c,ORRN,354,31,354,33,==,354,31,354,33,<=,==<=,enter_internal_ModeManager
model.MUT216.c,ORRN,354,31,354,33,==,354,31,354,32,>,==>,enter_internal_ModeManager
model.MUT217.c,ORRN,354,31,354,33,==,354,31,354,33,>=,==>=,enter_internal_ModeManager
model.MUT218.c,SSDL,354,38,363,8,{,354,38,354,39,{,,enter_internal_ModeManager
model.MUT219.c,SSDL,359,9,359,35,rtY.CurrentRadioMode = AM,359,9,359,10,;,,enter_internal_ModeManager
model.MUT220.c,SSDL,362,9,362,28,rtY.MechCmd = STOP,362,9,362,10,;,,enter_internal_ModeManager
model.MUT221.c,SSDL,363,14,373,8,{,363,14,363,15,{,,enter_internal_ModeManager
model.MUT222.c,SSDL,369,9,369,35,rtY.CurrentRadioMode = FM,369,9,369,10,;,,enter_internal_ModeManager
model.MUT223.c,SSDL,372,9,372,28,rtY.MechCmd = STOP,372,9,372,10,;,,enter_internal_ModeManager
model.MUT224.c,SSDL,376,7,376,13,break;,376,7,376,8,;,,enter_internal_ModeManager
model.MUT225.c,SSDL,378,5,378,11,break;,378,5,378,6,;,,enter_internal_ModeManager
model.MUT226.c,SSDL,385,5,385,32,rtY.CurrentRadioMode = OFF,385,5,385,6,;,,enter_internal_ModeManager
model.MUT227.c,SSDL,388,5,388,24,rtY.MechCmd = STOP,388,5,388,6,;,,enter_internal_ModeManager
model.MUT228.c,SSDL,389,5,389,11,break;,389,5,389,6,;,,enter_internal_ModeManager
model.MUT229.c,SSDL,396,5,396,32,rtY.CurrentRadioMode = OFF,396,5,396,6,;,,enter_internal_ModeManager
model.MUT230.c,SSDL,399,5,399,24,rtY.MechCmd = STOP,399,5,399,6,;,,enter_internal_ModeManager
model.MUT231.c,SSDL,400,5,400,11,break;,400,5,400,6,;,,enter_internal_ModeManager
model.MUT232.c,SSDL,416,3,426,30,printf("%s %s %s %s %s %s %s %d %s %s %s %s ",416,3,416,4,;,,model_step
model.MUT233.c,SSDL,433,3,433,39,RadioReq_prev = rtDW.RadioReq_start,433,3,433,4,;,,model_step
model.MUT234.c,SSDL,434,3,434,38,rtDW.RadioReq_start = rtU.RadioReq,434,3,434,4,;,,model_step
model.MUT235.c,SSDL,435,3,444,4,if (rtDW.is_active_c1_model == 0U) {,435,3,435,4,;,,model_step
model.MUT236.c,ORRN,435,31,435,33,==,435,31,435,33,!=,==!=,model_step
model.MUT237.c,ORRN,435,31,435,33,==,435,31,435,32,<,==<,model_step
model.MUT238.c,ORRN,435,31,435,33,==,435,31,435,33,<=,==<=,model_step
model.MUT239.c,ORRN,435,31,435,33,==,435,31,435,32,>,==>,model_step
model.MUT240.c,ORRN,435,31,435,33,==,435,31,435,33,>=,==>=,model_step
model.MUT241.c,SSDL,435,38,439,4,{,435,38,435,39,{,,model_step
model.MUT242.c,SSDL,436,5,436,34,rtDW.is_active_c1_model = 1U,436,5,436,6,;,,model_step
model.MUT243.c,SSDL,438,5,438,34,enter_internal_ModeManager(),438,5,438,6,;,,model_step
model.MUT244.c,SSDL,439,10,444,4,if (rtDW.is_c1_model == ((uint8_T)1U)) {,439,10,439,11,;,,model_step
model.MUT245.c,ORRN,439,31,439,33,==,439,31,439,33,!=,==!=,model_step
model.MUT246.c,ORRN,439,31,439,33,==,439,31,439,32,<,==<,model_step
model.MUT247.c,ORRN,439,31,439,33,==,439,31,439,33,<=,==<=,model_step
model.MUT248.c,ORRN,439,31,439,33,==,439,31,439,32,>,==>,model_step
model.MUT249.c,ORRN,439,31,439,33,==,439,31,439,33,>=,==>=,model_step
model.MUT250.c,SSDL,439,44,442,4,{,439,44,439,45,{,,model_step
model.MUT251.c,SSDL,441,5,441,34,enter_internal_ModeManager(),441,5,441,6,;,,model_step
model.MUT252.c,SSDL,443,5,443,33,ModeManager(&RadioReq_prev),443,5,443,6,;,,model_step
model.MUT253.c,SSDL,452,3,454,4,if (rtDW.temporalCounter_i1 < ((uint32_T)(4294967295U))) {,452,3,452,4,;,,model_step
model.MUT254.c,ORRN,452,31,452,32,<,452,31,452,33,!=,<!=,model_step
model.MUT255.c,ORRN,452,31,452,32,<,452,31,452,33,<=,<<=,model_step
model.MUT256.c,ORRN,452,31,452,32,<,452,31,452,33,==,<==,model_step
model.MUT257.c,ORRN,452,31,452,32,<,452,31,452,32,>,<>,model_step
model.MUT258.c,ORRN,452,31,452,32,<,452,31,452,33,>=,<>=,model_step
model.MUT259.c,SSDL,453,5,453,31,rtDW.temporalCounter_i1++,453,5,453,6,;,,model_step
model.MUT260.c,SSDL,456,3,558,4,if (rtDW.is_active_c4_model == 0U) {,456,3,456,4,;,,model_step
model.MUT261.c,ORRN,456,31,456,33,==,456,31,456,33,!=,==!=,model_step
model.MUT262.c,ORRN,456,31,456,33,==,456,31,456,32,<,==<,model_step
model.MUT263.c,ORRN,456,31,456,33,==,456,31,456,33,<=,==<=,model_step
model.MUT264.c,ORRN,456,31,456,33,==,456,31,456,32,>,==>,model_step
model.MUT265.c,ORRN,456,31,456,33,==,456,31,456,33,>=,==>=,model_step
model.MUT266.c,SSDL,456,38,462,4,{,456,38,456,39,{,,model_step
model.MUT267.c,SSDL,457,5,457,34,rtDW.is_active_c4_model = 1U,457,5,457,6,;,,model_step
model.MUT268.c,SSDL,461,5,461,26,rtY.CdStatus = EMPTY,461,5,461,6,;,,model_step
model.MUT269.c,SSDL,463,5,557,6,switch (rtDW.is_c4_model) {,463,5,463,6,;,,model_step
model.MUT270.c,SSDL,465,7,517,8,if (rtY.MechCmd == EJECT) {,465,7,465,8,;,,model_step
model.MUT271.c,ORRN,465,23,465,25,==,465,23,465,25,!=,==!=,model_step
model.MUT272.c,ORRN,465,23,465,25,==,465,23,465,24,<,==<,model_step
model.MUT273.c,ORRN,465,23,465,25,==,465,23,465,25,<=,==<=,model_step
model.MUT274.c,ORRN,465,23,465,25,==,465,23,465,24,>,==>,model_step
model.MUT275.c,ORRN,465,23,465,25,==,465,23,465,25,>=,==>=,model_step
model.MUT276.c,SSDL,465,33,475,8,{,465,33,465,34,{,,model_step
model.MUT277.c,SSDL,471,9,471,38,rtDW.temporalCounter_i1 = 0U,471,9,471,10,;,,model_step
model.MUT278.c,SSDL,474,9,474,30,rtY.CdStatus = EJECT,474,9,474,10,;,,model_step
model.MUT279.c,SSDL,475,14,517,8,if (rtY.MechCmd == STOP) {,475,14,475,15,;,,model_step
model.MUT280.c,ORRN,475,30,475,32,==,475,30,475,32,!=,==!=,model_step
