,,,Before Mutation,,,,,After Mutation
Mutant Filename,Mutation Operator,Start Line#,Start Col#,End Line#,End Col#,Target Token,Start Line#,Start Col#,End Line#,End Col#,Mutated Token,Extra Info
model.MUT52.c,ORRN,166,31,166,33,==,166,31,166,32,<,==<,model_step
model.MUT53.c,ORRN,166,31,166,33,==,166,31,166,33,<=,==<=,model_step
model.MUT54.c,ORRN,166,31,166,33,==,166,31,166,32,>,==>,model_step
model.MUT55.c,ORRN,166,31,166,33,==,166,31,166,33,>=,==>=,model_step
model.MUT56.c,SSDL,167,5,192,6,if ((rtDW.temporalCounter_i1 >= 40U) && cold()) {,167,5,167,6,;,,model_step
model.MUT57.c,ORRN,167,34,167,36,>=,167,34,167,36,!=,>=!=,model_step
model.MUT58.c,ORRN,167,34,167,36,>=,167,34,167,35,<,>=<,model_step
model.MUT59.c,ORRN,167,34,167,36,>=,167,34,167,36,<=,>=<=,model_step
model.MUT60.c,ORRN,167,34,167,36,>=,167,34,167,36,==,>===,model_step
model.MUT61.c,ORRN,167,34,167,36,>=,167,34,167,35,>,>=>,model_step
model.MUT62.c,OLLN,167,42,167,44,&&,167,42,167,44,||,&&||,model_step
model.MUT63.c,SSDL,167,53,187,6,{,167,53,167,54,{,,model_step
model.MUT64.c,SSDL,169,7,169,36,rtDW.temporalCounter_i1 = 0U,169,7,169,8,;,,model_step
model.MUT65.c,SSDL,170,7,170,23,turn_boiler(((int8_T)1)),170,7,170,8,;,,model_step
model.MUT66.c,SSDL,171,7,186,8,switch (rtDW.was_On) {,171,7,171,8,;,,model_step
model.MUT67.c,SSDL,175,9,175,15,break;,175,9,175,10,;,,model_step
model.MUT68.c,SSDL,180,9,180,15,break;,180,9,180,10,;,,model_step
model.MUT69.c,SSDL,185,9,185,15,break;,185,9,185,10,;,,model_step
model.MUT70.c,SSDL,188,7,191,8,if (rtDW.temporalCounter_i2 >= 5U) {,188,7,188,8,;,,model_step
model.MUT71.c,ORRN,188,35,188,37,>=,188,35,188,37,!=,>=!=,model_step
model.MUT72.c,ORRN,188,35,188,37,>=,188,35,188,36,<,>=<,model_step
model.MUT73.c,ORRN,188,35,188,37,>=,188,35,188,37,<=,>=<=,model_step
model.MUT74.c,ORRN,188,35,188,37,>=,188,35,188,37,==,>===,model_step
model.MUT75.c,ORRN,188,35,188,37,>=,188,35,188,36,>,>=>,model_step
model.MUT76.c,SSDL,188,42,191,8,{,188,42,188,43,{,,model_step
model.MUT77.c,SSDL,189,9,189,38,rtDW.temporalCounter_i2 = 0U,189,9,189,10,;,,model_step
model.MUT78.c,SSDL,190,9,190,21,flash_LED(),190,9,190,10,;,,model_step
model.MUT79.c,SSDL,193,10,217,4,if (rtDW.temporalCounter_i1 >= 20U) {,193,10,193,11,;,,model_step
model.MUT80.c,ORRN,193,38,193,40,>=,193,38,193,40,!=,>=!=,model_step
model.MUT81.c,ORRN,193,38,193,40,>=,193,38,193,39,<,>=<,model_step
model.MUT82.c,ORRN,193,38,193,40,>=,193,38,193,40,<=,>=<=,model_step
model.MUT83.c,ORRN,193,38,193,40,>=,193,38,193,40,==,>===,model_step
model.MUT84.c,ORRN,193,38,193,40,>=,193,38,193,39,>,>=>,model_step
model.MUT85.c,SSDL,193,46,200,4,{,193,46,193,47,{,,model_step
model.MUT86.c,SSDL,196,5,196,34,rtDW.temporalCounter_i1 = 0U,196,5,196,6,;,,model_step
model.MUT87.c,SSDL,197,5,197,22,turn_boiler(((int8_T)0)),197,5,197,6,;,,model_step
model.MUT88.c,SSDL,198,5,198,34,rtDW.temporalCounter_i2 = 0U,198,5,198,6,;,,model_step
model.MUT89.c,SSDL,199,5,199,17,flash_LED(),199,5,199,6,;,,model_step
model.MUT90.c,SSDL,200,10,217,4,{,200,10,200,11,{,,model_step
model.MUT91.c,SSDL,201,5,201,17,flash_LED(),201,5,201,6,;,,model_step
model.MUT92.c,SSDL,202,5,216,6,if (rtDW.is_On == ((uint8_T)1U)) {,202,5,202,6,;,,model_step
model.MUT93.c,ORRN,202,20,202,22,==,202,20,202,22,!=,==!=,model_step
model.MUT94.c,ORRN,202,20,202,22,==,202,20,202,21,<,==<,model_step
model.MUT95.c,ORRN,202,20,202,22,==,202,20,202,22,<=,==<=,model_step
model.MUT96.c,ORRN,202,20,202,22,==,202,20,202,21,>,==>,model_step
model.MUT97.c,ORRN,202,20,202,22,==,202,20,202,22,>=,==>=,model_step
model.MUT98.c,SSDL,203,7,206,8,if (warm()) {,203,7,203,8,;,,model_step
model.MUT99.c,SSDL,203,19,206,8,{,203,19,203,20,{,,model_step
model.MUT100.c,SSDL,208,7,215,8,if (warm()) {,208,7,208,8,;,,model_step
model.MUT101.c,SSDL,208,19,215,8,{,208,19,208,20,{,,model_step
model.MUT102.c,SSDL,211,9,211,38,rtDW.temporalCounter_i1 = 0U,211,9,211,10,;,,model_step
model.MUT103.c,SSDL,212,9,212,26,turn_boiler(((int8_T)0)),212,9,212,10,;,,model_step
model.MUT104.c,SSDL,213,9,213,38,rtDW.temporalCounter_i2 = 0U,213,9,213,10,;,,model_step
model.MUT105.c,SSDL,214,9,214,21,flash_LED(),214,9,214,10,;,,model_step
model.MUT106.c,SSDL,228,3,228,17,rtU.temp = 38,228,3,228,4,;,,model_initialize
model.MUT107.c,SSDL,231,3,231,31,rtDW.is_active_c7_model = 0,231,3,231,4,;,,model_initialize
model.MUT108.c,SSDL,232,3,232,24,rtDW.is_c7_model = 0,232,3,232,4,;,,model_initialize
model.MUT109.c,SSDL,233,3,233,18,rtDW.is_On = 0,233,3,233,4,;,,model_initialize
model.MUT110.c,SSDL,234,3,234,19,rtDW.was_On = 0,234,3,234,4,;,,model_initialize
model.MUT111.c,SSDL,235,3,235,31,rtDW.temporalCounter_i1 = 0,235,3,235,4,;,,model_initialize
model.MUT1V.c,VSCR,98,11,98,14,LED,98,11,98,17,boiler,,flash_LED
model.MUT2V.c,VSCR,99,9,99,12,LED,99,9,99,15,boiler,,flash_LED
model.MUT3V.c,VSCR,99,20,99,25,color,99,20,99,26,is_active_c7_model,,flash_LED
model.MUT4V.c,VSCR,99,20,99,25,color,99,20,99,26,is_c7_model,,flash_LED
model.MUT5V.c,VSCR,99,20,99,25,color,99,20,99,25,is_On,,flash_LED
model.MUT6V.c,VSCR,99,20,99,25,color,99,20,99,26,was_On,,flash_LED
model.MUT7V.c,VSCR,99,20,99,25,color,99,20,99,26,temporalCounter_i1,,flash_LED
model.MUT8V.c,VSCR,99,20,99,25,color,99,20,99,26,temporalCounter_i2,,flash_LED
model.MUT9V.c,VSCR,101,9,101,12,LED,101,9,101,15,boiler,,flash_LED
model.MUT10V.c,VSCR,126,10,126,15,color,126,10,126,24,is_active_c7_model,,turn_boiler
model.MUT11V.c,VSCR,126,10,126,15,color,126,10,126,21,is_c7_model,,turn_boiler
model.MUT12V.c,VSCR,126,10,126,15,color,126,10,126,15,is_On,,turn_boiler
model.MUT13V.c,VSCR,126,10,126,15,color,126,10,126,16,was_On,,turn_boiler
model.MUT14V.c,VSCR,126,10,126,15,color,126,10,126,24,temporalCounter_i1,,turn_boiler
model.MUT15V.c,VSCR,126,10,126,15,color,126,10,126,24,temporalCounter_i2,,turn_boiler
model.MUT16V.c,VSCR,128,10,128,15,color,128,10,128,22,is_active_c7_model,,turn_boiler
model.MUT17V.c,VSCR,128,10,128,15,color,128,10,128,21,is_c7_model,,turn_boiler
model.MUT18V.c,VSCR,128,10,128,15,color,128,10,128,15,is_On,,turn_boiler
model.MUT19V.c,VSCR,128,10,128,15,color,128,10,128,16,was_On,,turn_boiler
model.MUT20V.c,VSCR,128,10,128,15,color,128,10,128,22,temporalCounter_i1,,turn_boiler
model.MUT21V.c,VSCR,128,10,128,15,color,128,10,128,22,temporalCounter_i2,,turn_boiler
model.MUT22V.c,VSCR,132,7,132,10,LED,132,7,132,13,boiler,,turn_boiler
model.MUT23V.c,VSCR,132,18,132,23,color,132,18,132,24,is_active_c7_model,,turn_boiler
model.MUT24V.c,VSCR,132,18,132,23,color,132,18,132,24,is_c7_model,,turn_boiler
model.MUT25V.c,VSCR,132,18,132,23,color,132,18,132,23,is_On,,turn_boiler
model.MUT26V.c,VSCR,132,18,132,23,color,132,18,132,24,was_On,,turn_boiler
model.MUT27V.c,VSCR,132,18,132,23,color,132,18,132,24,temporalCounter_i1,,turn_boiler
model.MUT28V.c,VSCR,132,18,132,23,color,132,18,132,24,temporalCounter_i2,,turn_boiler
model.MUT29V.c,VSCR,135,7,135,13,boiler,135,7,135,10,LED,,turn_boiler
model.MUT30V.c,VSCR,145,49,145,54,is_On,145,49,145,54,color,,model_step
model.MUT31V.c,VSCR,145,49,145,54,is_On,145,49,145,57,is_active_c7_model,,model_step
model.MUT32V.c,VSCR,145,49,145,54,is_On,145,49,145,57,is_c7_model,,model_step
model.MUT33V.c,VSCR,145,49,145,54,is_On,145,49,145,55,was_On,,model_step
model.MUT34V.c,VSCR,145,49,145,54,is_On,145,49,145,57,temporalCounter_i1,,model_step
model.MUT35V.c,VSCR,145,49,145,54,is_On,145,49,145,57,temporalCounter_i2,,model_step
model.MUT36V.c,VSCR,146,20,146,38,temporalCounter_i1,146,20,146,25,color,,model_step
model.MUT37V.c,VSCR,146,20,146,38,temporalCounter_i1,146,20,146,38,is_active_c7_model,,model_step
model.MUT38V.c,VSCR,146,20,146,38,temporalCounter_i1,146,20,146,31,is_c7_model,,model_step
model.MUT39V.c,VSCR,146,20,146,38,temporalCounter_i1,146,20,146,25,is_On,,model_step
model.MUT40V.c,VSCR,146,20,146,38,temporalCounter_i1,146,20,146,26,was_On,,model_step
model.MUT41V.c,VSCR,146,20,146,38,temporalCounter_i1,146,20,146,38,temporalCounter_i2,,model_step
model.MUT42V.c,VSCR,147,20,147,31,is_c7_model,147,20,147,25,color,,model_step
model.MUT43V.c,VSCR,147,20,147,31,is_c7_model,147,20,147,33,is_active_c7_model,,model_step
model.MUT44V.c,VSCR,147,20,147,31,is_c7_model,147,20,147,25,is_On,,model_step
model.MUT45V.c,VSCR,147,20,147,31,is_c7_model,147,20,147,26,was_On,,model_step
model.MUT46V.c,VSCR,147,20,147,31,is_c7_model,147,20,147,33,temporalCounter_i1,,model_step
model.MUT47V.c,VSCR,147,20,147,31,is_c7_model,147,20,147,33,temporalCounter_i2,,model_step
model.MUT48V.c,VSCR,148,21,148,27,was_On,148,21,148,26,color,,model_step
model.MUT49V.c,VSCR,148,21,148,27,was_On,148,21,148,39,is_active_c7_model,,model_step
model.MUT50V.c,VSCR,148,21,148,27,was_On,148,21,148,32,is_c7_model,,model_step
model.MUT51V.c,VSCR,148,21,148,27,was_On,148,21,148,26,is_On,,model_step
model.MUT52V.c,VSCR,148,21,148,27,was_On,148,21,148,39,temporalCounter_i1,,model_step
model.MUT53V.c,VSCR,148,21,148,27,was_On,148,21,148,39,temporalCounter_i2,,model_step
model.MUT54V.c,VSCR,151,12,151,30,temporalCounter_i1,151,12,151,17,color,,model_step
model.MUT55V.c,VSCR,151,12,151,30,temporalCounter_i1,151,12,151,30,is_active_c7_model,,model_step
model.MUT56V.c,VSCR,151,12,151,30,temporalCounter_i1,151,12,151,23,is_c7_model,,model_step
model.MUT57V.c,VSCR,151,12,151,30,temporalCounter_i1,151,12,151,17,is_On,,model_step
model.MUT58V.c,VSCR,151,12,151,30,temporalCounter_i1,151,12,151,18,was_On,,model_step
model.MUT59V.c,VSCR,151,12,151,30,temporalCounter_i1,151,12,151,30,temporalCounter_i2,,model_step
model.MUT60V.c,VSCR,152,10,152,28,temporalCounter_i1,152,10,152,15,color,,model_step
model.MUT61V.c,VSCR,152,10,152,28,temporalCounter_i1,152,10,152,28,is_active_c7_model,,model_step
model.MUT62V.c,VSCR,152,10,152,28,temporalCounter_i1,152,10,152,21,is_c7_model,,model_step
model.MUT63V.c,VSCR,152,10,152,28,temporalCounter_i1,152,10,152,15,is_On,,model_step
model.MUT64V.c,VSCR,152,10,152,28,temporalCounter_i1,152,10,152,16,was_On,,model_step
model.MUT65V.c,VSCR,152,10,152,28,temporalCounter_i1,152,10,152,28,temporalCounter_i2,,model_step
model.MUT66V.c,VSCR,155,12,155,30,temporalCounter_i2,155,12,155,17,color,,model_step
model.MUT67V.c,VSCR,155,12,155,30,temporalCounter_i2,155,12,155,30,is_active_c7_model,,model_step
model.MUT68V.c,VSCR,155,12,155,30,temporalCounter_i2,155,12,155,23,is_c7_model,,model_step
model.MUT69V.c,VSCR,155,12,155,30,temporalCounter_i2,155,12,155,17,is_On,,model_step
model.MUT70V.c,VSCR,155,12,155,30,temporalCounter_i2,155,12,155,18,was_On,,model_step
model.MUT71V.c,VSCR,155,12,155,30,temporalCounter_i2,155,12,155,30,temporalCounter_i1,,model_step
model.MUT72V.c,VSCR,156,10,156,28,temporalCounter_i2,156,10,156,15,color,,model_step
model.MUT73V.c,VSCR,156,10,156,28,temporalCounter_i2,156,10,156,28,is_active_c7_model,,model_step
model.MUT74V.c,VSCR,156,10,156,28,temporalCounter_i2,156,10,156,21,is_c7_model,,model_step
model.MUT75V.c,VSCR,156,10,156,28,temporalCounter_i2,156,10,156,15,is_On,,model_step
model.MUT76V.c,VSCR,156,10,156,28,temporalCounter_i2,156,10,156,16,was_On,,model_step
model.MUT77V.c,VSCR,156,10,156,28,temporalCounter_i2,156,10,156,28,temporalCounter_i1,,model_step
model.MUT78V.c,VSCR,159,12,159,30,is_active_c7_model,159,12,159,17,color,,model_step
model.MUT79V.c,VSCR,159,12,159,30,is_active_c7_model,159,12,159,23,is_c7_model,,model_step
model.MUT80V.c,VSCR,159,12,159,30,is_active_c7_model,159,12,159,17,is_On,,model_step
model.MUT81V.c,VSCR,159,12,159,30,is_active_c7_model,159,12,159,18,was_On,,model_step
model.MUT82V.c,VSCR,159,12,159,30,is_active_c7_model,159,12,159,30,temporalCounter_i1,,model_step
model.MUT83V.c,VSCR,159,12,159,30,is_active_c7_model,159,12,159,30,temporalCounter_i2,,model_step
model.MUT84V.c,VSCR,160,10,160,28,is_active_c7_model,160,10,160,15,color,,model_step
model.MUT85V.c,VSCR,160,10,160,28,is_active_c7_model,160,10,160,21,is_c7_model,,model_step
model.MUT86V.c,VSCR,160,10,160,28,is_active_c7_model,160,10,160,15,is_On,,model_step
model.MUT87V.c,VSCR,160,10,160,28,is_active_c7_model,160,10,160,16,was_On,,model_step
model.MUT88V.c,VSCR,160,10,160,28,is_active_c7_model,160,10,160,28,temporalCounter_i1,,model_step
model.MUT89V.c,VSCR,160,10,160,28,is_active_c7_model,160,10,160,28,temporalCounter_i2,,model_step
model.MUT90V.c,VSCR,161,10,161,21,is_c7_model,161,10,161,15,color,,model_step
model.MUT91V.c,VSCR,161,10,161,21,is_c7_model,161,10,161,28,is_active_c7_model,,model_step
model.MUT92V.c,VSCR,161,10,161,21,is_c7_model,161,10,161,15,is_On,,model_step
model.MUT93V.c,VSCR,161,10,161,21,is_c7_model,161,10,161,16,was_On,,model_step
model.MUT94V.c,VSCR,161,10,161,21,is_c7_model,161,10,161,28,temporalCounter_i1,,model_step
model.MUT95V.c,VSCR,161,10,161,21,is_c7_model,161,10,161,28,temporalCounter_i2,,model_step
model.MUT96V.c,VSCR,162,10,162,28,temporalCounter_i1,162,10,162,15,color,,model_step
model.MUT97V.c,VSCR,162,10,162,28,temporalCounter_i1,162,10,162,28,is_active_c7_model,,model_step
model.MUT98V.c,VSCR,162,10,162,28,temporalCounter_i1,162,10,162,21,is_c7_model,,model_step
model.MUT99V.c,VSCR,162,10,162,28,temporalCounter_i1,162,10,162,15,is_On,,model_step
model.MUT100V.c,VSCR,162,10,162,28,temporalCounter_i1,162,10,162,16,was_On,,model_step
model.MUT101V.c,VSCR,162,10,162,28,temporalCounter_i1,162,10,162,28,temporalCounter_i2,,model_step
model.MUT102V.c,VSCR,164,10,164,28,temporalCounter_i2,164,10,164,15,color,,model_step
model.MUT103V.c,VSCR,164,10,164,28,temporalCounter_i2,164,10,164,28,is_active_c7_model,,model_step
model.MUT104V.c,VSCR,164,10,164,28,temporalCounter_i2,164,10,164,21,is_c7_model,,model_step
model.MUT105V.c,VSCR,164,10,164,28,temporalCounter_i2,164,10,164,15,is_On,,model_step
model.MUT106V.c,VSCR,164,10,164,28,temporalCounter_i2,164,10,164,16,was_On,,model_step
model.MUT107V.c,VSCR,164,10,164,28,temporalCounter_i2,164,10,164,28,temporalCounter_i1,,model_step
model.MUT108V.c,VSCR,166,19,166,30,is_c7_model,166,19,166,24,color,,model_step
model.MUT109V.c,VSCR,166,19,166,30,is_c7_model,166,19,166,37,is_active_c7_model,,model_step
model.MUT110V.c,VSCR,166,19,166,30,is_c7_model,166,19,166,24,is_On,,model_step
model.MUT111V.c,VSCR,166,19,166,30,is_c7_model,166,19,166,25,was_On,,model_step
model.MUT112V.c,VSCR,166,19,166,30,is_c7_model,166,19,166,37,temporalCounter_i1,,model_step
model.MUT113V.c,VSCR,166,19,166,30,is_c7_model,166,19,166,37,temporalCounter_i2,,model_step
model.MUT114V.c,VSCR,167,15,167,33,temporalCounter_i1,167,15,167,20,color,,model_step
model.MUT115V.c,VSCR,167,15,167,33,temporalCounter_i1,167,15,167,33,is_active_c7_model,,model_step
model.MUT116V.c,VSCR,167,15,167,33,temporalCounter_i1,167,15,167,26,is_c7_model,,model_step
model.MUT117V.c,VSCR,167,15,167,33,temporalCounter_i1,167,15,167,20,is_On,,model_step
model.MUT118V.c,VSCR,167,15,167,33,temporalCounter_i1,167,15,167,21,was_On,,model_step
model.MUT119V.c,VSCR,167,15,167,33,temporalCounter_i1,167,15,167,33,temporalCounter_i2,,model_step
model.MUT120V.c,VSCR,168,12,168,23,is_c7_model,168,12,168,17,color,,model_step
model.MUT121V.c,VSCR,168,12,168,23,is_c7_model,168,12,168,30,is_active_c7_model,,model_step
model.MUT122V.c,VSCR,168,12,168,23,is_c7_model,168,12,168,17,is_On,,model_step
model.MUT123V.c,VSCR,168,12,168,23,is_c7_model,168,12,168,18,was_On,,model_step
model.MUT124V.c,VSCR,168,12,168,23,is_c7_model,168,12,168,30,temporalCounter_i1,,model_step
model.MUT125V.c,VSCR,168,12,168,23,is_c7_model,168,12,168,30,temporalCounter_i2,,model_step
model.MUT126V.c,VSCR,169,12,169,30,temporalCounter_i1,169,12,169,17,color,,model_step
model.MUT127V.c,VSCR,169,12,169,30,temporalCounter_i1,169,12,169,30,is_active_c7_model,,model_step
model.MUT128V.c,VSCR,169,12,169,30,temporalCounter_i1,169,12,169,23,is_c7_model,,model_step
model.MUT129V.c,VSCR,169,12,169,30,temporalCounter_i1,169,12,169,17,is_On,,model_step
model.MUT130V.c,VSCR,169,12,169,30,temporalCounter_i1,169,12,169,18,was_On,,model_step
model.MUT131V.c,VSCR,169,12,169,30,temporalCounter_i1,169,12,169,30,temporalCounter_i2,,model_step
model.MUT132V.c,VSCR,171,20,171,26,was_On,171,20,171,25,color,,model_step
model.MUT133V.c,VSCR,171,20,171,26,was_On,171,20,171,29,is_active_c7_model,,model_step
model.MUT134V.c,VSCR,171,20,171,26,was_On,171,20,171,29,is_c7_model,,model_step
model.MUT135V.c,VSCR,171,20,171,26,was_On,171,20,171,25,is_On,,model_step
model.MUT136V.c,VSCR,171,20,171,26,was_On,171,20,171,29,temporalCounter_i1,,model_step
model.MUT137V.c,VSCR,171,20,171,26,was_On,171,20,171,29,temporalCounter_i2,,model_step
model.MUT138V.c,VSCR,173,14,173,19,is_On,173,14,173,19,color,,model_step
model.MUT139V.c,VSCR,173,14,173,19,is_On,173,14,173,30,is_active_c7_model,,model_step
model.MUT140V.c,VSCR,173,14,173,19,is_On,173,14,173,25,is_c7_model,,model_step
model.MUT141V.c,VSCR,173,14,173,19,is_On,173,14,173,20,was_On,,model_step
model.MUT142V.c,VSCR,173,14,173,19,is_On,173,14,173,30,temporalCounter_i1,,model_step
model.MUT143V.c,VSCR,173,14,173,19,is_On,173,14,173,30,temporalCounter_i2,,model_step
model.MUT144V.c,VSCR,174,14,174,20,was_On,174,14,174,19,color,,model_step
model.MUT145V.c,VSCR,174,14,174,20,was_On,174,14,174,31,is_active_c7_model,,model_step
model.MUT146V.c,VSCR,174,14,174,20,was_On,174,14,174,25,is_c7_model,,model_step
model.MUT147V.c,VSCR,174,14,174,20,was_On,174,14,174,19,is_On,,model_step
model.MUT148V.c,VSCR,174,14,174,20,was_On,174,14,174,31,temporalCounter_i1,,model_step
model.MUT149V.c,VSCR,174,14,174,20,was_On,174,14,174,31,temporalCounter_i2,,model_step
model.MUT150V.c,VSCR,178,14,178,19,is_On,178,14,178,19,color,,model_step
model.MUT151V.c,VSCR,178,14,178,19,is_On,178,14,178,30,is_active_c7_model,,model_step
model.MUT152V.c,VSCR,178,14,178,19,is_On,178,14,178,25,is_c7_model,,model_step
model.MUT153V.c,VSCR,178,14,178,19,is_On,178,14,178,20,was_On,,model_step
model.MUT154V.c,VSCR,178,14,178,19,is_On,178,14,178,30,temporalCounter_i1,,model_step
model.MUT155V.c,VSCR,178,14,178,19,is_On,178,14,178,30,temporalCounter_i2,,model_step
model.MUT156V.c,VSCR,179,14,179,20,was_On,179,14,179,19,color,,model_step
model.MUT157V.c,VSCR,179,14,179,20,was_On,179,14,179,31,is_active_c7_model,,model_step
model.MUT158V.c,VSCR,179,14,179,20,was_On,179,14,179,25,is_c7_model,,model_step
model.MUT159V.c,VSCR,179,14,179,20,was_On,179,14,179,19,is_On,,model_step
model.MUT160V.c,VSCR,179,14,179,20,was_On,179,14,179,31,temporalCounter_i1,,model_step
model.MUT161V.c,VSCR,179,14,179,20,was_On,179,14,179,31,temporalCounter_i2,,model_step
model.MUT162V.c,VSCR,183,14,183,19,is_On,183,14,183,19,color,,model_step
model.MUT163V.c,VSCR,183,14,183,19,is_On,183,14,183,30,is_active_c7_model,,model_step
model.MUT164V.c,VSCR,183,14,183,19,is_On,183,14,183,25,is_c7_model,,model_step
model.MUT165V.c,VSCR,183,14,183,19,is_On,183,14,183,20,was_On,,model_step
model.MUT166V.c,VSCR,183,14,183,19,is_On,183,14,183,30,temporalCounter_i1,,model_step
model.MUT167V.c,VSCR,183,14,183,19,is_On,183,14,183,30,temporalCounter_i2,,model_step
model.MUT168V.c,VSCR,184,14,184,20,was_On,184,14,184,19,color,,model_step
model.MUT169V.c,VSCR,184,14,184,20,was_On,184,14,184,31,is_active_c7_model,,model_step
model.MUT170V.c,VSCR,184,14,184,20,was_On,184,14,184,25,is_c7_model,,model_step
model.MUT171V.c,VSCR,184,14,184,20,was_On,184,14,184,19,is_On,,model_step
model.MUT172V.c,VSCR,184,14,184,20,was_On,184,14,184,31,temporalCounter_i1,,model_step
model.MUT173V.c,VSCR,184,14,184,20,was_On,184,14,184,31,temporalCounter_i2,,model_step
