,,,Before Mutation,,,,,After Mutation
Mutant Filename,Mutation Operator,Start Line#,Start Col#,End Line#,End Col#,Target Token,Start Line#,Start Col#,End Line#,End Col#,Mutated Token,Extra Info
model.MUT174V.c,VSCR,188,16,188,34,temporalCounter_i2,188,16,188,21,color,,model_step
model.MUT175V.c,VSCR,188,16,188,34,temporalCounter_i2,188,16,188,34,is_active_c7_model,,model_step
model.MUT176V.c,VSCR,188,16,188,34,temporalCounter_i2,188,16,188,27,is_c7_model,,model_step
model.MUT177V.c,VSCR,188,16,188,34,temporalCounter_i2,188,16,188,21,is_On,,model_step
model.MUT178V.c,VSCR,188,16,188,34,temporalCounter_i2,188,16,188,22,was_On,,model_step
model.MUT179V.c,VSCR,188,16,188,34,temporalCounter_i2,188,16,188,34,temporalCounter_i1,,model_step
model.MUT180V.c,VSCR,189,14,189,32,temporalCounter_i2,189,14,189,19,color,,model_step
model.MUT181V.c,VSCR,189,14,189,32,temporalCounter_i2,189,14,189,32,is_active_c7_model,,model_step
model.MUT182V.c,VSCR,189,14,189,32,temporalCounter_i2,189,14,189,25,is_c7_model,,model_step
model.MUT183V.c,VSCR,189,14,189,32,temporalCounter_i2,189,14,189,19,is_On,,model_step
model.MUT184V.c,VSCR,189,14,189,32,temporalCounter_i2,189,14,189,20,was_On,,model_step
model.MUT185V.c,VSCR,189,14,189,32,temporalCounter_i2,189,14,189,32,temporalCounter_i1,,model_step
model.MUT186V.c,VSCR,193,19,193,37,temporalCounter_i1,193,19,193,24,color,,model_step
model.MUT187V.c,VSCR,193,19,193,37,temporalCounter_i1,193,19,193,37,is_active_c7_model,,model_step
model.MUT188V.c,VSCR,193,19,193,37,temporalCounter_i1,193,19,193,30,is_c7_model,,model_step
model.MUT189V.c,VSCR,193,19,193,37,temporalCounter_i1,193,19,193,24,is_On,,model_step
model.MUT190V.c,VSCR,193,19,193,37,temporalCounter_i1,193,19,193,25,was_On,,model_step
model.MUT191V.c,VSCR,193,19,193,37,temporalCounter_i1,193,19,193,37,temporalCounter_i2,,model_step
model.MUT192V.c,VSCR,194,10,194,15,is_On,194,10,194,15,color,,model_step
model.MUT193V.c,VSCR,194,10,194,15,is_On,194,10,194,28,is_active_c7_model,,model_step
model.MUT194V.c,VSCR,194,10,194,15,is_On,194,10,194,21,is_c7_model,,model_step
model.MUT195V.c,VSCR,194,10,194,15,is_On,194,10,194,16,was_On,,model_step
model.MUT196V.c,VSCR,194,10,194,15,is_On,194,10,194,28,temporalCounter_i1,,model_step
model.MUT197V.c,VSCR,194,10,194,15,is_On,194,10,194,28,temporalCounter_i2,,model_step
model.MUT198V.c,VSCR,195,10,195,21,is_c7_model,195,10,195,15,color,,model_step
model.MUT199V.c,VSCR,195,10,195,21,is_c7_model,195,10,195,28,is_active_c7_model,,model_step
model.MUT200V.c,VSCR,195,10,195,21,is_c7_model,195,10,195,15,is_On,,model_step
model.MUT201V.c,VSCR,195,10,195,21,is_c7_model,195,10,195,16,was_On,,model_step
model.MUT202V.c,VSCR,195,10,195,21,is_c7_model,195,10,195,28,temporalCounter_i1,,model_step
model.MUT203V.c,VSCR,195,10,195,21,is_c7_model,195,10,195,28,temporalCounter_i2,,model_step
model.MUT204V.c,VSCR,196,10,196,28,temporalCounter_i1,196,10,196,15,color,,model_step
model.MUT205V.c,VSCR,196,10,196,28,temporalCounter_i1,196,10,196,28,is_active_c7_model,,model_step
model.MUT206V.c,VSCR,196,10,196,28,temporalCounter_i1,196,10,196,21,is_c7_model,,model_step
model.MUT207V.c,VSCR,196,10,196,28,temporalCounter_i1,196,10,196,15,is_On,,model_step
model.MUT208V.c,VSCR,196,10,196,28,temporalCounter_i1,196,10,196,16,was_On,,model_step
model.MUT209V.c,VSCR,196,10,196,28,temporalCounter_i1,196,10,196,28,temporalCounter_i2,,model_step
model.MUT210V.c,VSCR,198,10,198,28,temporalCounter_i2,198,10,198,15,color,,model_step
model.MUT211V.c,VSCR,198,10,198,28,temporalCounter_i2,198,10,198,28,is_active_c7_model,,model_step
model.MUT212V.c,VSCR,198,10,198,28,temporalCounter_i2,198,10,198,21,is_c7_model,,model_step
model.MUT213V.c,VSCR,198,10,198,28,temporalCounter_i2,198,10,198,15,is_On,,model_step
model.MUT214V.c,VSCR,198,10,198,28,temporalCounter_i2,198,10,198,16,was_On,,model_step
model.MUT215V.c,VSCR,198,10,198,28,temporalCounter_i2,198,10,198,28,temporalCounter_i1,,model_step
model.MUT216V.c,VSCR,202,14,202,19,is_On,202,14,202,19,color,,model_step
model.MUT217V.c,VSCR,202,14,202,19,is_On,202,14,202,32,is_active_c7_model,,model_step
model.MUT218V.c,VSCR,202,14,202,19,is_On,202,14,202,25,is_c7_model,,model_step
model.MUT219V.c,VSCR,202,14,202,19,is_On,202,14,202,20,was_On,,model_step
model.MUT220V.c,VSCR,202,14,202,19,is_On,202,14,202,32,temporalCounter_i1,,model_step
model.MUT221V.c,VSCR,202,14,202,19,is_On,202,14,202,32,temporalCounter_i2,,model_step
model.MUT222V.c,VSCR,204,14,204,19,is_On,204,14,204,19,color,,model_step
model.MUT223V.c,VSCR,204,14,204,19,is_On,204,14,204,30,is_active_c7_model,,model_step
model.MUT224V.c,VSCR,204,14,204,19,is_On,204,14,204,25,is_c7_model,,model_step
model.MUT225V.c,VSCR,204,14,204,19,is_On,204,14,204,20,was_On,,model_step
model.MUT226V.c,VSCR,204,14,204,19,is_On,204,14,204,30,temporalCounter_i1,,model_step
model.MUT227V.c,VSCR,204,14,204,19,is_On,204,14,204,30,temporalCounter_i2,,model_step
model.MUT228V.c,VSCR,205,14,205,20,was_On,205,14,205,19,color,,model_step
model.MUT229V.c,VSCR,205,14,205,20,was_On,205,14,205,31,is_active_c7_model,,model_step
model.MUT230V.c,VSCR,205,14,205,20,was_On,205,14,205,25,is_c7_model,,model_step
model.MUT231V.c,VSCR,205,14,205,20,was_On,205,14,205,19,is_On,,model_step
model.MUT232V.c,VSCR,205,14,205,20,was_On,205,14,205,31,temporalCounter_i1,,model_step
model.MUT233V.c,VSCR,205,14,205,20,was_On,205,14,205,31,temporalCounter_i2,,model_step
model.MUT234V.c,VSCR,209,14,209,19,is_On,209,14,209,19,color,,model_step
model.MUT235V.c,VSCR,209,14,209,19,is_On,209,14,209,32,is_active_c7_model,,model_step
model.MUT236V.c,VSCR,209,14,209,19,is_On,209,14,209,25,is_c7_model,,model_step
model.MUT237V.c,VSCR,209,14,209,19,is_On,209,14,209,20,was_On,,model_step
model.MUT238V.c,VSCR,209,14,209,19,is_On,209,14,209,32,temporalCounter_i1,,model_step
model.MUT239V.c,VSCR,209,14,209,19,is_On,209,14,209,32,temporalCounter_i2,,model_step
model.MUT240V.c,VSCR,210,14,210,25,is_c7_model,210,14,210,19,color,,model_step
model.MUT241V.c,VSCR,210,14,210,25,is_c7_model,210,14,210,32,is_active_c7_model,,model_step
model.MUT242V.c,VSCR,210,14,210,25,is_c7_model,210,14,210,19,is_On,,model_step
model.MUT243V.c,VSCR,210,14,210,25,is_c7_model,210,14,210,20,was_On,,model_step
model.MUT244V.c,VSCR,210,14,210,25,is_c7_model,210,14,210,32,temporalCounter_i1,,model_step
model.MUT245V.c,VSCR,210,14,210,25,is_c7_model,210,14,210,32,temporalCounter_i2,,model_step
model.MUT246V.c,VSCR,211,14,211,32,temporalCounter_i1,211,14,211,19,color,,model_step
model.MUT247V.c,VSCR,211,14,211,32,temporalCounter_i1,211,14,211,32,is_active_c7_model,,model_step
model.MUT248V.c,VSCR,211,14,211,32,temporalCounter_i1,211,14,211,25,is_c7_model,,model_step
model.MUT249V.c,VSCR,211,14,211,32,temporalCounter_i1,211,14,211,19,is_On,,model_step
model.MUT250V.c,VSCR,211,14,211,32,temporalCounter_i1,211,14,211,20,was_On,,model_step
model.MUT251V.c,VSCR,211,14,211,32,temporalCounter_i1,211,14,211,32,temporalCounter_i2,,model_step
model.MUT252V.c,VSCR,213,14,213,32,temporalCounter_i2,213,14,213,19,color,,model_step
model.MUT253V.c,VSCR,213,14,213,32,temporalCounter_i2,213,14,213,32,is_active_c7_model,,model_step
model.MUT254V.c,VSCR,213,14,213,32,temporalCounter_i2,213,14,213,25,is_c7_model,,model_step
model.MUT255V.c,VSCR,213,14,213,32,temporalCounter_i2,213,14,213,19,is_On,,model_step
model.MUT256V.c,VSCR,213,14,213,32,temporalCounter_i2,213,14,213,20,was_On,,model_step
model.MUT257V.c,VSCR,213,14,213,32,temporalCounter_i2,213,14,213,32,temporalCounter_i1,,model_step
model.MUT258V.c,VSCR,231,8,231,26,is_active_c7_model,231,8,231,13,color,,model_initialize
model.MUT259V.c,VSCR,231,8,231,26,is_active_c7_model,231,8,231,19,is_c7_model,,model_initialize
model.MUT260V.c,VSCR,231,8,231,26,is_active_c7_model,231,8,231,13,is_On,,model_initialize
model.MUT261V.c,VSCR,231,8,231,26,is_active_c7_model,231,8,231,14,was_On,,model_initialize
model.MUT262V.c,VSCR,231,8,231,26,is_active_c7_model,231,8,231,26,temporalCounter_i1,,model_initialize
model.MUT263V.c,VSCR,231,8,231,26,is_active_c7_model,231,8,231,26,temporalCounter_i2,,model_initialize
model.MUT264V.c,VSCR,232,8,232,19,is_c7_model,232,8,232,13,color,,model_initialize
model.MUT265V.c,VSCR,232,8,232,19,is_c7_model,232,8,232,24,is_active_c7_model,,model_initialize
model.MUT266V.c,VSCR,232,8,232,19,is_c7_model,232,8,232,13,is_On,,model_initialize
model.MUT267V.c,VSCR,232,8,232,19,is_c7_model,232,8,232,14,was_On,,model_initialize
model.MUT268V.c,VSCR,232,8,232,19,is_c7_model,232,8,232,24,temporalCounter_i1,,model_initialize
model.MUT269V.c,VSCR,232,8,232,19,is_c7_model,232,8,232,24,temporalCounter_i2,,model_initialize
model.MUT270V.c,VSCR,233,8,233,13,is_On,233,8,233,13,color,,model_initialize
model.MUT271V.c,VSCR,233,8,233,13,is_On,233,8,233,18,is_active_c7_model,,model_initialize
model.MUT272V.c,VSCR,233,8,233,13,is_On,233,8,233,18,is_c7_model,,model_initialize
model.MUT273V.c,VSCR,233,8,233,13,is_On,233,8,233,14,was_On,,model_initialize
model.MUT274V.c,VSCR,233,8,233,13,is_On,233,8,233,18,temporalCounter_i1,,model_initialize
model.MUT275V.c,VSCR,233,8,233,13,is_On,233,8,233,18,temporalCounter_i2,,model_initialize
model.MUT276V.c,VSCR,234,8,234,14,was_On,234,8,234,13,color,,model_initialize
model.MUT277V.c,VSCR,234,8,234,14,was_On,234,8,234,19,is_active_c7_model,,model_initialize
model.MUT278V.c,VSCR,234,8,234,14,was_On,234,8,234,19,is_c7_model,,model_initialize
model.MUT279V.c,VSCR,234,8,234,14,was_On,234,8,234,13,is_On,,model_initialize
model.MUT280V.c,VSCR,234,8,234,14,was_On,234,8,234,19,temporalCounter_i1,,model_initialize
model.MUT281V.c,VSCR,234,8,234,14,was_On,234,8,234,19,temporalCounter_i2,,model_initialize
model.MUT282V.c,VSCR,235,8,235,26,temporalCounter_i1,235,8,235,13,color,,model_initialize
model.MUT283V.c,VSCR,235,8,235,26,temporalCounter_i1,235,8,235,26,is_active_c7_model,,model_initialize
model.MUT284V.c,VSCR,235,8,235,26,temporalCounter_i1,235,8,235,19,is_c7_model,,model_initialize
model.MUT285V.c,VSCR,235,8,235,26,temporalCounter_i1,235,8,235,13,is_On,,model_initialize
model.MUT286V.c,VSCR,235,8,235,26,temporalCounter_i1,235,8,235,14,was_On,,model_initialize
model.MUT287V.c,VSCR,235,8,235,26,temporalCounter_i1,235,8,235,26,temporalCounter_i2,,model_initialize
